fo time ls_time n_ls_moves
813 1623338 813 1342
1509 1620211 689 1246
2272 1620696 757 1410
3023 1620685 744 1365
3705 1618079 674 1224
4438 1622874 726 1267
5162 1622171 717 1273
5924 1618181 755 1324
6650 1618039 719 1345
7397 1621650 741 1315
8108 1621013 703 1328
8930 1624619 812 1318
9594 1624935 658 1252
10315 1622941 714 1307
11021 1618783 699 1251
11801 1620356 773 1321
12594 1621753 786 1365
13382 1622315 782 1347
14083 1619690 694 1260
14744 1619909 654 1244
15413 1616801 662 1250
16147 1627510 726 1389
16858 1624002 705 1328
17597 1624700 731 1369
18338 1621789 734 1328
19083 1618450 739 1269
19840 1620929 749 1271
20556 1623462 709 1292
21242 1618822 678 1270
21929 1624319 679 1280
22612 1619484 676 1272
23350 1625220 731 1359
24066 1622290 710 1328
24743 1618450 670 1281
25427 1620371 677 1280
26143 1623334 709 1354
26903 1621009 753 1369
27594 1619635 684 1277
28322 1623819 721 1372
29059 1626695 730 1386
29777 1620722 711 1313
30473 1621109 690 1309
31174 1620503 695 1330
31911 1622387 730 1365
32633 1622824 716 1383
33335 1623379 695 1323
34039 1620484 697 1315
34752 1625865 707 1327
35496 1624302 737 1411
36197 1620588 693 1320
36914 1619109 710 1356
37574 1615570 653 1236
38280 1623922 700 1320
38978 1620174 691 1320
39711 1624359 727 1383
40428 1621748 711 1345
41118 1620194 683 1290
41867 1621814 742 1342
42592 1617281 716 1304
43309 1619781 711 1339
44077 1620846 761 1403
44790 1622754 707 1334
45504 1622101 707 1358
46261 1624123 750 1423
46995 1623338 727 1413
47711 1621816 710 1330
48453 1624356 735 1407
49222 1625051 763 1455
49920 1621626 691 1305
50592 1620048 666 1267
51386 1621750 787 1447
52083 1621507 691 1250
52881 1621571 791 1361
53704 1622452 816 1385
54391 1621659 670 1281
55087 1621457 690 1304
55756 1620329 661 1257
56467 1622640 704 1352
57185 1624011 712 1339
57928 1624026 736 1380
58611 1620421 677 1302
59300 1618974 682 1293
60011 1624738 704 1334
60760 1622623 743 1334
61480 1620268 714 1326
62217 1623586 729 1374
62922 1620194 699 1331
63650 1621322 722 1377
64348 1622149 691 1306
65061 1627417 707 1343
65768 1621376 701 1316
66503 1624103 728 1412
67159 1618709 650 1236
67834 1621603 669 1274
68565 1618901 724 1314
69306 1620442 734 1331
70149 1621770 836 1343
70964 1623614 808 1265
71688 1624356 718 1335
72448 1622248 753 1344
73173 1619305 718 1331
73909 1620312 729 1331
74628 1622339 713 1343
75283 1619143 648 1225
76013 1624246 724 1375
76723 1624224 703 1300
77494 1622558 765 1415
78230 1620850 729 1333
78963 1621887 725 1243
79821 1625704 851 1341
80640 1621900 813 1304
81439 1621504 791 1309
82129 1620967 683 1306
82827 1619832 692 1285
83558 1623468 724 1334
84319 1619193 755 1318
85085 1621490 759 1356
