fo time ls_time n_ls_moves
4784 8065153 4784 1723
8910 8056848 4083 1551
13256 8055620 4305 1571
18061 8066487 4755 1760
22408 8068797 4303 1658
26891 8065130 4433 1648
31651 8065401 4714 1681
37094 8063134 5401 1727
41556 8066042 4421 1611
46530 8062787 4931 1736
51003 8061245 4418 1602
55670 8063315 4618 1754
60101 8060581 4388 1680
64613 8058824 4471 1707
69120 8065912 4463 1707
73789 8065253 4626 1659
78280 8058702 4448 1672
82923 8060595 4602 1673
87604 8061221 4632 1614
