fo time ls_time n_ls_moves
93 862097 93 1135
199 866397 92 1220
310 860503 96 1086
414 863643 90 1155
535 862538 106 1187
641 864581 90 1183
761 861849 106 1225
871 866277 95 1212
998 864380 106 1209
1139 861931 115 1155
1241 861631 87 1127
1357 863598 102 1160
1462 863215 89 1155
1581 863314 102 1151
1684 862781 89 1127
1795 862141 91 1145
1910 863128 100 1176
2018 862192 93 1178
2135 863184 101 1193
2241 863940 92 1178
2360 864658 104 1215
2462 860955 86 1134
2579 861887 101 1152
2681 862841 88 1136
2828 863859 130 1154
2948 859291 104 1113
3058 864407 94 1210
3174 862008 100 1138
3277 861614 88 1142
3390 860655 99 1130
3490 862489 85 1104
3596 860648 91 1037
3704 865918 94 1254
3820 859839 98 1145
3936 865398 101 1218
4046 863710 93 1228
4164 860567 103 1132
4265 861916 85 1088
4378 863867 99 1152
4483 864089 91 1159
4603 865679 106 1234
4704 862754 86 1126
4819 861626 101 1093
4929 865885 95 1176
5044 859615 97 1088
5162 865232 103 1223
5269 864154 93 1171
5384 860052 100 1070
5489 865127 90 1174
5599 862346 95 1122
5704 864219 91 1173
5817 864417 98 1138
5917 861772 84 1109
6027 862879 94 1123
6132 864358 91 1171
6255 864409 108 1235
6361 863745 91 1175
6471 861544 87 1092
6583 861259 98 1157
6688 862626 90 1168
6811 861930 107 1161
6913 860465 87 1118
7028 865980 100 1158
7135 863783 90 1198
7245 863073 96 1117
7347 860309 88 1124
7463 863810 101 1178
7565 861909 87 1129
7676 861832 93 1090
7782 862186 92 1155
7888 863938 85 1111
7994 861414 91 1112
8104 860622 88 1125
8218 861262 99 1090
8318 862122 85 1099
8432 864525 99 1173
8536 865337 89 1154
8650 865227 99 1163
8756 864711 89 1163
8867 861726 97 1127
8973 863632 89 1171
9086 863313 98 1140
9182 861729 82 1089
9297 861865 97 1174
9404 859769 92 1142
9526 862113 94 1164
9633 860710 92 1069
9738 865904 90 1176
9847 862117 95 1107
9950 861587 88 1127
10069 865220 104 1203
10174 860906 89 1163
10296 864530 107 1257
10398 860196 87 1147
10513 862831 99 1156
10614 862923 87 1131
10736 862572 104 1159
10851 862197 101 1173
10961 863318 95 1193
11077 863592 101 1186
11179 861764 86 1108
11294 862647 100 1171
11400 863600 89 1178
11510 860530 96 1122
11619 863669 94 1219
11737 863991 100 1162
11836 858655 84 1082
11950 864094 94 1152
12072 861905 107 1189
12178 862869 90 1147
12295 862313 102 1142
12403 861321 89 1107
12522 863422 104 1148
12630 864344 92 1173
12746 863336 102 1167
12855 864831 94 1216
12967 863850 90 1119
13077 860812 96 1151
13186 864810 92 1172
13306 864647 104 1160
13407 862147 86 1128
13549 861283 101 1108
13656 864293 92 1185
13773 861372 100 1174
13876 862435 88 1111
13991 863707 92 1152
14111 862017 105 1207
14214 860455 89 1098
14329 864737 100 1158
14449 861906 105 1103
14570 862079 101 1143
14675 863188 90 1184
14793 859685 103 1075
14898 863556 90 1142
15013 864302 95 1185
15127 863657 99 1132
15231 863169 89 1141
15346 863020 101 1189
15446 861984 85 1084
15557 862976 97 1159
15658 861627 86 1127
15776 863250 103 1220
15883 865665 91 1199
16004 862015 106 1116
16107 861862 87 1162
16224 862504 98 1197
16331 860998 92 1164
16434 860651 83 1055
16554 865142 106 1249
16660 863387 88 1121
16771 860954 97 1138
16870 860075 84 1111
16982 861145 97 1130
17085 864845 88 1134
17202 863423 102 1189
17299 859498 81 1072
17420 863086 106 1135
17523 864282 88 1150
17642 865562 101 1176
17752 863247 95 1153
17865 863354 92 1163
17981 862557 102 1196
18089 863690 92 1187
18203 862249 99 1158
18306 862903 88 1136
18433 865297 113 1299
18541 865483 93 1203
18664 864383 106 1209
18773 861719 92 1122
18882 864269 91 1160
18994 862267 97 1131
19100 861988 92 1157
19212 863943 97 1136
19315 863456 89 1178
19429 862687 100 1142
19533 866762 90 1183
19652 863583 104 1205
19757 863520 90 1192
19867 862086 92 1105
19968 861429 87 1144
20099 865410 107 1151
20224 866229 110 1253
20327 860554 86 1096
20440 862437 99 1152
20540 860128 85 1102
20655 867295 100 1205
20761 863234 91 1208
20869 859537 94 1078
20975 861722 92 1210
21093 860485 101 1165
21200 863308 92 1150
21316 865703 93 1167
21431 862136 100 1188
21530 860421 85 1113
21642 862565 97 1145
21745 862553 89 1125
21858 860193 98 1151
21958 861476 85 1107
22071 863537 99 1158
22175 864875 88 1157
22293 863533 103 1182
22397 864610 90 1193
22518 864448 103 1219
22621 861737 89 1107
22736 865326 92 1169
22842 862544 92 1067
22945 858858 87 1109
23055 861390 96 1107
23161 862829 91 1189
23270 860986 94 1092
23372 861698 87 1104
23480 861871 94 1093
23582 863412 87 1131
23697 864068 100 1184
23797 863709 86 1129
23928 863632 116 1253
24041 861656 98 1227
24156 863375 94 1162
24267 863039 97 1116
24371 862577 89 1146
24482 860976 96 1122
24588 864071 92 1177
24702 862264 99 1160
24810 863847 92 1175
24918 862630 94 1111
25023 863291 89 1125
25140 863248 103 1115
25244 863921 89 1158
25361 862170 97 1149
25463 863419 88 1100
25575 861779 88 1100
25690 863587 100 1170
25791 862399 86 1093
25908 863649 102 1195
26016 862928 93 1194
26131 864253 100 1130
26232 862009 84 1088
26344 859095 98 1129
26445 862868 86 1135
26574 863346 115 1248
26671 859937 82 1083
26790 864005 98 1174
26897 861254 92 1103
27005 862206 90 1146
27117 863562 97 1153
27220 861952 88 1151
27330 863265 95 1112
27434 863471 89 1135
27550 861946 101 1098
27657 863496 87 1140
27787 864181 116 1172
27887 863500 85 1127
28002 861211 96 1133
28111 865389 95 1205
28225 865290 94 1199
28340 863391 101 1177
28442 863421 86 1125
28555 862835 99 1142
28658 861116 88 1131
28766 861959 94 1081
28869 863785 88 1139
28981 858754 97 1114
29088 864356 92 1215
29205 864784 102 1133
29310 864177 91 1209
29428 863904 100 1169
29539 861019 96 1166
29649 866062 92 1155
29764 864152 100 1150
29862 862491 83 1102
29976 864828 99 1128
30083 864824 92 1190
30199 862868 101 1182
30303 863177 88 1155
30419 862367 101 1081
30521 863416 88 1159
30632 860657 93 1103
30743 861769 97 1125
30862 862664 92 1155
30966 862340 90 1118
31072 863462 90 1080
31176 861811 89 1149
31287 862994 94 1130
31394 863193 92 1170
31502 862633 87 1124
31616 860905 99 1078
31722 862292 90 1185
31837 864235 101 1177
31934 859908 82 1058
32046 860871 97 1096
32150 862770 89 1166
32260 861322 96 1116
32358 860624 83 1102
32468 863085 95 1087
32574 862723 90 1158
32690 863618 102 1173
32797 864273 91 1188
32921 866038 106 1236
33030 862179 94 1084
33131 860706 86 1086
33242 863617 96 1118
33344 861752 87 1111
33456 863843 98 1140
33560 860556 90 1150
33676 862530 101 1159
33780 864189 89 1166
33893 861051 98 1106
33996 862427 87 1147
34113 865367 103 1236
34211 861130 83 1080
34367 863396 136 1149
34520 862797 135 1176
34651 863467 109 1151
34762 861844 93 1120
34872 861844 95 1123
34978 861558 89 1167
35094 862145 101 1127
35202 866380 89 1134
35321 862817 104 1143
35419 863330 84 1104
35542 863090 108 1180
35644 862892 87 1111
35762 861026 97 1166
35877 865260 100 1169
35981 861035 88 1132
36094 863262 98 1130
36204 864090 96 1218
36322 865639 103 1198
36425 860526 86 1140
36541 864001 101 1166
36638 861005 83 1102
36747 859520 94 1106
36852 861899 90 1198
36973 861867 101 1104
37078 862601 90 1146
37189 865919 90 1172
37300 861679 96 1134
37412 864870 97 1222
37524 862701 97 1130
37625 862698 86 1113
37741 865298 102 1182
37840 861224 82 1070
37952 862728 97 1101
38054 864649 87 1143
38171 859781 103 1134
38279 862947 93 1211
38395 863487 94 1109
38497 861953 88 1132
38607 863521 88 1147
38720 863257 99 1166
38821 858991 85 1094
38936 862292 101 1182
39039 863203 87 1104
39150 859226 97 1125
39251 862513 86 1117
39365 861264 99 1117
39464 861738 84 1119
39584 864405 106 1153
39692 863936 91 1199
39804 861626 95 1093
