fo time ls_time n_ls_moves
1046 8068393 1046 3079
2110 8078830 1014 3036
3190 8075825 1039 3258
4238 8072691 1008 2999
5296 8073885 1016 3173
6298 8059561 959 2808
7293 8066697 954 2910
8305 8071205 972 2983
9349 8069642 1003 3112
10361 8072409 971 2959
11386 8069280 985 3036
12393 8066987 965 2902
13444 8071754 1010 3020
14435 8068952 945 2830
15450 8061143 972 2953
16485 8070704 993 3010
17483 8077207 954 3008
18498 8072943 973 2980
19481 8065146 941 2840
20479 8074061 957 3000
21469 8064655 949 2932
22459 8060777 950 2872
23530 8077655 1029 3194
24513 8066501 943 2844
25471 8064490 917 2856
26495 8068931 983 3022
27512 8065566 976 3017
28501 8067419 948 2927
29603 8076158 1059 3142
30688 8066283 1045 3104
31781 8073187 1051 3211
32883 8074854 1060 3167
33888 8062745 964 2896
35038 8081254 1110 3576
36041 8063480 961 2846
37016 8070296 933 2860
38088 8076979 1025 3155
39006 8060424 876 2674
39998 8070451 950 2980
41028 8068896 989 2941
41984 8062845 915 2824
42951 8059899 926 2758
44016 8075667 1020 3097
45039 8070708 983 3017
46081 8069161 1002 3100
47146 8065034 1023 3192
48096 8064570 904 2692
49082 8069784 946 2795
50141 8071842 1017 3131
51166 8071417 985 3094
52147 8061933 939 2764
53154 8067065 965 2934
54171 8069590 977 2967
55166 8066138 954 2939
56159 8067362 953 2886
57200 8068287 999 3106
58218 8061926 977 2994
59193 8062951 934 2745
60259 8067220 1025 3022
61312 8071029 1013 3062
62341 8072964 988 2935
63443 8071206 1060 3190
64432 8070160 946 2923
65466 8066593 990 2947
66536 8062809 1027 3102
67531 8069125 954 2886
68546 8066349 974 3007
69644 8076816 1057 3236
70698 8070978 1012 3053
71726 8063568 986 2947
72767 8072373 995 3140
73809 8066566 997 3011
74835 8058541 982 2885
75839 8060383 963 2904
76828 8074310 948 2847
77807 8063089 934 2874
78829 8073535 980 3004
79874 8063582 999 2964
80893 8073597 975 3037
81962 8072717 1024 3043
82994 8070994 990 2984
84026 8070151 992 2899
85036 8068635 968 2983
