fo time ls_time n_ls_moves
3466 25804516 3466 3294
7072 25799032 3517 3394
10765 25807630 3602 3520
14350 25814345 3497 3436
18073 25810978 3630 3590
21547 25798809 3385 3114
25154 25803950 3518 3388
28697 25803747 3454 3253
32221 25804336 3431 3237
35834 25812808 3519 3371
39317 25813439 3391 3274
43053 25793248 3640 3318
46717 25805140 3576 3483
50469 25812127 3663 3452
54028 25809815 3461 3340
57620 25806494 3502 3474
61447 25814292 3733 3495
65251 25809720 3704 3569
68895 25804256 3553 3399
72422 25800988 3438 3156
76157 25811852 3639 3413
79902 25815870 3653 3582
83483 25803035 3485 3328
87247 25811235 3674 3571
