fo time ls_time n_ls_moves
59 1623529 59 2131
128 1622516 62 2191
189 1623372 54 2154
249 1623567 54 2151
308 1622308 52 2070
373 1625961 58 2136
433 1623778 54 2076
496 1625223 56 2084
560 1620218 56 2024
620 1620482 53 2020
676 1621865 50 2034
738 1622358 55 2128
802 1620689 56 2038
860 1623423 52 2143
921 1618978 54 2067
991 1625715 62 2203
1080 1630338 83 2313
1156 1625948 68 2248
1214 1618671 51 1999
1275 1622186 54 2147
1342 1623316 61 2090
1402 1620882 53 2109
1463 1621421 54 2091
1528 1618800 58 2101
1592 1624191 58 2143
1651 1622730 52 2029
1711 1623321 54 2179
1781 1624290 63 2153
1839 1622558 52 2090
1896 1621773 51 2039
1959 1625313 57 2187
2030 1622206 64 2066
2092 1624970 55 2161
2163 1623519 64 2081
2236 1624665 65 2190
2298 1628512 56 2219
2363 1623820 59 2081
2426 1623903 56 2205
2487 1623139 54 2112
2553 1625492 60 2281
2620 1621942 60 2058
2703 1623165 55 2094
2770 1625526 61 2079
2837 1625265 60 2169
2897 1624612 53 2177
2969 1624062 66 2296
3026 1623445 50 2057
3084 1624577 52 2105
3139 1619192 48 2006
3205 1621661 60 2043
3264 1622137 52 2119
3322 1625001 52 2141
3388 1620192 60 2124
3447 1625237 52 2050
3510 1622068 57 2176
3577 1623674 60 2033
3639 1620708 54 2051
3696 1626627 51 2079
3761 1625812 58 2214
3824 1622081 56 2135
3885 1620496 54 2082
3948 1627336 57 2168
4013 1624386 58 2013
4072 1620106 52 2001
4132 1622655 54 2134
4203 1627731 64 2154
4266 1623301 57 2218
4324 1624262 52 2105
4399 1622183 69 2116
4455 1621782 50 2011
4513 1621295 51 1998
4574 1624803 55 2078
4641 1625973 61 2159
4702 1623002 54 2080
4760 1621919 51 2082
4831 1624131 65 2145
4892 1625226 55 2222
4948 1620827 49 2061
5021 1625795 67 2266
5077 1624210 50 2051
5145 1624147 61 2202
5203 1619852 52 1969
5270 1623641 59 2173
5330 1624462 54 2186
5389 1621850 52 2133
5454 1626832 58 2167
5515 1623931 54 2140
5575 1622749 53 2126
5638 1623748 57 2078
5698 1621560 54 2174
5756 1620832 51 2055
5818 1625154 56 2132
5882 1622226 56 2122
5941 1622534 53 2059
6007 1623515 60 2180
6077 1626890 63 2179
6137 1625783 52 2023
6198 1624607 54 2146
6264 1622253 60 2064
6325 1623212 54 2140
6386 1622795 54 2099
6452 1625157 60 2134
6510 1623304 52 2061
6569 1621759 52 2104
6631 1623376 56 2077
6691 1621903 52 2082
6747 1622890 50 2109
6808 1622542 53 2153
6873 1623869 59 2100
6932 1622939 52 2111
6990 1622600 52 2103
7060 1622061 64 2201
7122 1623962 55 2172
7181 1621987 52 2093
7247 1623256 59 2108
7311 1624604 57 2183
7370 1623687 52 2116
7433 1627460 57 2157
7498 1623392 58 2119
7559 1622694 54 2100
7615 1622449 49 2054
7718 1625976 97 2276
7782 1630582 57 2231
7843 1624648 54 2118
7915 1626313 64 2343
7978 1623533 56 2242
8034 1623161 50 2036
8100 1622238 59 2152
8161 1623924 55 2066
8221 1625489 53 2089
8286 1623161 59 2184
8345 1622359 52 2157
8402 1622852 51 2109
8467 1623591 58 2058
8524 1619840 50 1971
8583 1623288 52 2060
8645 1623630 56 2138
8713 1622281 61 2075
8776 1622256 56 2152
8840 1625170 58 2211
8908 1623463 61 2106
8966 1620980 51 2092
9025 1625960 53 2168
9099 1623200 67 2081
9160 1623094 54 2168
9224 1628308 58 2336
9289 1621717 59 2097
9354 1628695 58 2248
9415 1626401 55 2215
9477 1624745 56 2071
9544 1623816 58 2186
9604 1621033 54 2107
9664 1622701 53 2105
9728 1622064 58 2185
9786 1622224 52 2093
9847 1625438 55 2176
9910 1624519 57 2012
9970 1624284 54 2101
10034 1622713 57 2137
10099 1625720 58 2184
10169 1625554 63 2212
10229 1623955 53 2120
10295 1627076 60 2176
10366 1624785 62 2116
10425 1620430 53 2158
10487 1621607 56 2094
10553 1625293 57 2170
10617 1624025 58 2245
10678 1621608 55 2143
10738 1620823 54 2060
10802 1626129 57 2178
10893 1624579 55 2062
10960 1624617 58 2215
11020 1619095 53 2098
11081 1626101 54 2165
11154 1623767 66 2280
11216 1623236 54 2194
11275 1623273 53 2106
11344 1625269 63 2235
11404 1623695 54 2086
11466 1623078 56 2086
11532 1624013 59 2117
11596 1622797 58 2292
11655 1625620 53 2134
11725 1622431 64 2132
11785 1626465 53 2143
11850 1625444 59 2268
11913 1624661 56 2097
11974 1621228 53 1987
12033 1622749 53 2173
12088 1622401 49 2008
12153 1624486 58 2048
12212 1623554 53 2096
12268 1622495 49 2053
12332 1625573 58 2133
12393 1624404 55 2158
12458 1624565 58 2159
12519 1622299 54 2071
12585 1623595 57 2107
12646 1622879 54 2146
12706 1623525 54 2107
12770 1620219 56 2038
12828 1617548 52 2065
12883 1618767 48 1982
12954 1623813 66 2161
13014 1625719 53 2101
13076 1624940 55 2175
13147 1624674 65 2155
13212 1621329 59 2130
13271 1621001 53 2136
13334 1624607 56 2075
13397 1622399 55 2067
13457 1623788 54 2190
13519 1627026 56 2211
13584 1621593 57 2088
13641 1622555 51 2100
13705 1624982 57 2215
13774 1624059 62 2137
13835 1626407 55 2158
13890 1620993 49 2041
13962 1627956 65 2223
14021 1618996 53 2099
14085 1623257 57 2241
14147 1620678 56 2034
14212 1623824 56 2013
14267 1623249 48 2071
14322 1620405 49 2015
14395 1620902 66 2213
14459 1623992 58 2163
14520 1627378 55 2129
14589 1625237 62 2125
14654 1624325 58 2220
14712 1625774 51 2057
14780 1624922 62 2166
14840 1624402 53 2073
14896 1622662 50 2045
14960 1622151 58 2149
15023 1620919 54 2021
15080 1621303 51 2059
15136 1622105 49 1995
15203 1622136 60 2029
15263 1621481 54 2165
15328 1624469 58 2159
15397 1625005 63 2134
15454 1623034 50 2063
15516 1626446 56 2248
15583 1620662 61 2008
15643 1623425 53 2133
15704 1625453 54 2224
15766 1624812 56 2092
15828 1622292 54 2121
15895 1624595 59 2185
15951 1621784 50 2081
16014 1621576 55 2041
16074 1624025 54 2140
16131 1620355 51 2037
16195 1624424 58 2104
16255 1625876 54 2111
16317 1625516 55 2188
16390 1624530 67 2218
16450 1622744 52 2130
16514 1624692 57 2174
16576 1621969 55 2079
16638 1623252 54 2053
16699 1622890 54 2167
16757 1622835 52 2149
16825 1621707 62 2170
16888 1621533 56 2099
16945 1622038 51 2105
17015 1622423 64 2129
17077 1622281 56 2135
17142 1629259 58 2322
17211 1625069 63 2209
17269 1624730 52 2037
17338 1623635 62 2115
17403 1625583 59 2062
17467 1627056 57 2174
17528 1623814 54 2117
17589 1624847 55 2132
17656 1622461 59 2102
17714 1623754 52 2082
17770 1621449 49 2007
17838 1624553 62 2180
17904 1623157 60 2143
17968 1623504 58 2176
18036 1623105 61 2132
18101 1625610 58 2108
18163 1623521 55 2176
18236 1623637 67 2200
18299 1622319 57 2214
18357 1619210 52 2049
18421 1623468 58 2110
18487 1625997 59 2206
18552 1625978 59 2267
18619 1620917 60 2033
18677 1625549 50 2116
18735 1622210 52 2047
18790 1620981 48 1978
18857 1620945 61 2175
18916 1623185 52 2083
18975 1622691 52 2123
19040 1625369 59 2060
19099 1620582 52 2066
19161 1622465 56 2111
19232 1623404 64 2266
19294 1623413 54 2211
19355 1624970 55 2130
19418 1622772 56 2103
19484 1624285 58 2119
19542 1624697 52 2052
19599 1621232 50 2029
19666 1620719 60 2056
19726 1625385 54 2090
19787 1625572 55 2208
19857 1622586 64 2281
19922 1624593 58 2247
19982 1626355 54 2136
20046 1623656 57 1985
20108 1622523 55 2077
20168 1623817 53 2130
20233 1622273 59 2062
20301 1625816 60 2181
20361 1622987 53 2146
20422 1627309 55 2122
20493 1624966 63 2230
20549 1621193 50 2076
20607 1619604 51 2072
20681 1625305 66 2195
