fo time ls_time n_ls_moves
3548 25760412 3548 3333
7296 25763269 3659 3643
10938 25760248 3548 3308
14469 25755765 3440 3208
18391 25772933 3831 3771
21951 25759318 3469 3363
25541 25756658 3496 3243
29160 25760296 3530 3255
32763 25759309 3513 3369
36665 25766059 3810 3727
40371 25759856 3616 3366
44140 25765217 3680 3545
47703 25761294 3468 3447
51340 25759529 3545 3429
54915 25765345 3485 3349
58795 25768844 3786 3739
62571 25758368 3679 3568
65988 25758834 3325 3226
69886 25768253 3809 3598
73587 25763418 3610 3371
77430 25768626 3748 3660
80950 25765733 3425 3302
84534 25759355 3492 3277
88414 25761176 3786 3687
