fo time ls_time n_ls_moves
634 1617742 634 1238
1335 1620132 695 1277
2030 1623146 688 1351
2735 1622778 699 1342
3430 1622346 688 1354
4085 1618684 649 1259
4752 1619755 660 1278
5441 1622351 682 1335
6130 1625198 683 1326
6826 1621952 688 1311
7506 1618739 674 1301
8237 1627199 725 1408
9013 1625871 770 1488
9701 1620798 681 1321
10382 1621379 674 1307
11060 1625195 672 1309
11748 1619459 681 1327
12439 1624447 685 1345
13139 1619056 694 1334
13839 1623707 694 1338
14540 1620314 694 1315
15229 1620588 683 1328
15957 1623739 721 1388
16702 1624647 737 1441
17371 1621320 663 1270
18043 1618929 665 1293
18674 1619735 624 1206
19346 1624291 666 1307
20035 1622992 682 1309
20706 1620108 664 1294
21410 1622675 697 1346
22086 1621894 669 1287
22747 1622364 653 1272
23416 1622192 663 1300
24105 1619090 682 1323
24772 1621345 660 1280
25472 1622367 694 1362
26184 1624508 705 1353
26841 1618812 650 1267
27511 1621403 663 1280
28230 1623113 711 1359
28951 1620664 715 1343
29642 1622311 684 1337
30311 1620114 663 1293
31034 1623234 716 1387
31734 1622153 694 1354
32416 1621863 676 1300
33089 1619117 666 1277
33737 1620424 642 1241
34421 1622157 678 1318
35092 1619010 664 1287
35772 1623992 673 1308
36493 1622420 715 1357
37178 1622748 678 1315
37901 1624042 717 1378
38608 1624396 700 1370
39353 1625363 739 1411
40029 1623419 669 1304
40773 1624753 737 1416
41425 1621613 646 1264
42097 1623426 666 1289
42831 1622035 728 1399
43563 1622928 726 1407
44221 1618769 651 1232
44862 1617403 634 1236
45587 1623609 719 1425
46266 1622172 672 1293
46939 1620735 666 1304
47616 1622466 670 1307
48291 1622991 669 1308
49006 1624792 708 1375
49711 1623633 698 1340
50407 1624617 690 1354
51092 1623785 678 1308
51816 1624883 716 1361
52526 1624346 704 1359
53199 1624373 666 1310
53928 1624155 722 1394
54605 1618531 669 1295
55302 1624983 690 1346
55985 1619862 677 1307
56658 1618217 666 1266
57288 1615904 624 1208
57983 1624820 689 1341
58639 1620734 650 1258
59353 1624525 706 1349
60032 1621821 673 1312
60714 1624982 675 1312
61394 1620261 674 1316
62098 1623803 697 1334
62754 1624695 649 1250
63423 1618283 662 1278
64111 1622438 682 1322
64781 1620293 663 1288
65469 1621466 681 1329
66187 1621240 711 1349
66874 1624274 681 1320
67574 1622580 694 1326
68271 1624742 690 1361
68935 1619109 658 1281
69616 1616634 675 1299
70329 1619798 707 1393
70983 1619964 647 1265
71695 1624266 704 1368
72403 1621028 702 1363
73110 1622636 699 1358
73771 1620199 654 1263
74477 1621266 700 1317
75145 1621490 661 1273
75794 1619008 642 1253
76510 1623759 710 1373
77174 1621329 657 1284
77839 1622125 659 1273
78514 1620176 668 1307
79186 1621669 664 1280
79887 1622034 695 1364
80570 1620585 676 1298
81260 1621295 684 1340
81947 1623038 680 1292
82656 1623042 703 1374
83333 1626134 670 1294
84037 1626334 698 1350
84735 1626599 691 1348
85383 1621696 641 1254
