fo time ls_time n_ls_moves
2825 8068887 2825 1800
5815 8065148 2782 1617
8859 8065058 2809 1639
12091 8070111 2984 1709
15081 8066498 2745 1580
18233 8067836 2902 1696
21384 8069878 2908 1663
24457 8062165 2824 1631
27925 8073938 3224 1858
30954 8054836 2781 1597
34172 8072536 2972 1718
37178 8062286 2743 1568
40404 8073294 2978 1700
43518 8072955 2869 1629
46451 8061032 2683 1544
49719 8070436 3022 1726
52726 8063740 2765 1586
55829 8063366 2849 1637
59108 8068788 3033 1741
62593 8074375 3239 1872
65701 8063225 2858 1637
69269 8067748 3318 1938
72532 8067796 3014 1738
75737 8062859 2952 1703
78880 8068248 2895 1667
82125 8061355 2995 1710
85285 8061394 2915 1670
