fo time ls_time n_ls_moves
155 1621375 155 2068
280 1623110 119 2092
480 1625120 192 2083
654 1622171 159 2107
834 1625178 174 2030
1101 1627055 260 2187
1299 1623579 191 2225
1508 1622705 201 2051
1674 1622505 159 2111
1862 1624553 181 2127
2054 1626242 186 2196
2236 1624074 175 2196
2429 1623010 186 2102
2651 1626620 216 2185
2856 1623113 198 2113
3031 1623034 169 2152
3232 1622775 195 2114
3382 1618717 143 2028
3533 1625702 144 2101
3704 1623242 163 2099
3843 1619248 133 1910
3998 1624657 148 2095
4180 1622172 176 2130
4323 1622439 137 2103
4501 1623064 170 2155
4704 1624407 196 2133
4877 1622172 166 2078
5073 1619592 189 2078
5229 1626700 149 2081
5407 1625888 172 2221
5633 1627491 219 2281
5779 1625445 139 2191
5951 1627560 165 2167
6164 1623984 207 2266
6362 1623423 192 2166
6577 1621668 208 2124
6774 1624215 190 2088
6936 1624170 156 2095
7107 1623571 164 2212
7279 1626443 165 2126
7448 1622551 163 2155
7649 1622715 194 2098
7829 1623796 173 2166
7956 1627241 118 2134
8156 1624512 193 2190
8352 1623029 190 2192
8510 1620310 152 2088
8683 1623132 166 2105
8892 1624018 202 2178
9108 1627229 209 2111
9309 1618225 194 2002
9477 1623212 162 2147
9623 1622867 139 2123
9775 1623228 146 2064
9941 1623841 159 2098
10106 1621631 159 2116
10343 1625722 230 2210
10505 1620393 155 1944
10667 1623633 156 2165
10829 1624885 153 2092
11043 1623532 208 2074
11268 1625560 218 2120
11422 1625424 146 2258
11614 1626076 186 2205
11797 1623489 176 2124
11939 1622690 135 2105
12076 1623073 129 2046
12290 1621027 208 2145
12450 1622111 151 2109
12597 1621766 140 2109
12894 1625259 291 2177
13123 1627611 218 2208
13332 1626041 202 2232
13469 1620513 131 2155
13622 1618196 146 2009
13823 1622915 195 2117
14052 1625115 222 2086
14244 1624176 186 2117
14400 1620648 149 2018
14596 1622939 190 2162
14751 1620248 148 2034
14891 1620600 133 2037
15104 1623161 206 2173
15254 1623765 144 2072
15402 1624306 142 2039
15708 1624298 299 2262
15860 1623129 145 2110
16028 1623754 162 2141
16196 1622782 161 2178
16328 1624925 126 2125
16512 1621857 177 2062
16697 1626446 178 2166
16953 1625373 250 2228
17204 1623433 243 2203
17370 1625515 160 2151
17502 1620799 125 1995
17686 1625658 177 2205
17892 1623773 199 2165
18060 1627033 161 2121
18329 1625858 262 2221
18522 1623488 187 2209
18691 1624791 162 2201
18846 1624396 149 2151
19023 1624505 170 2059
19185 1624234 156 2076
19348 1622994 156 2078
19514 1622958 160 2109
19700 1621861 179 2123
19876 1620292 169 2031
20122 1621344 240 2115
20332 1626211 203 2235
20523 1626781 185 2131
20673 1622983 143 1972
20901 1625184 221 2219
21066 1623830 159 2165
21265 1625364 192 2109
21454 1628315 182 2185
21610 1624898 150 2153
21779 1621890 161 2086
22028 1625393 243 2217
22190 1625763 155 2142
22366 1625231 170 2057
22497 1621428 124 1929
22639 1623339 135 2136
22780 1623134 135 2035
22951 1620031 165 2124
23251 1623483 293 2172
23415 1621711 157 2117
23597 1621459 175 2027
23798 1620098 194 2067
23947 1625163 142 2148
24151 1627451 198 2188
24304 1622477 147 2112
24479 1622390 168 2142
24695 1623647 210 2163
24842 1624455 141 2110
24986 1620698 137 2082
25158 1625806 166 2125
25399 1623148 235 2132
25562 1619910 156 1981
25764 1623722 196 2088
25919 1622941 148 2097
26067 1622623 141 2102
26225 1620975 152 2024
26387 1624931 155 2078
26591 1624459 198 2135
26804 1623263 207 2098
26996 1625873 185 2176
27147 1621641 145 2019
27278 1623874 125 2049
27436 1621386 151 2063
27618 1623159 175 2145
27777 1625224 153 2180
27973 1625251 189 2241
28165 1623050 185 2103
28316 1623788 144 2071
28479 1625241 154 2138
28638 1623443 152 2088
28795 1627478 151 2135
29008 1623583 206 2164
29191 1624817 177 2169
29341 1620994 144 2003
29491 1622281 143 2078
29659 1625386 161 2139
29815 1624125 149 2108
29992 1624078 170 2137
30100 1624458 102 2008
30300 1624132 193 2164
30490 1623758 183 2115
30668 1626836 172 2260
30835 1625183 161 2148
30967 1626511 125 2098
31217 1625832 243 2111
31349 1623974 126 2035
31551 1621368 195 2136
31717 1625740 159 2173
31930 1624971 207 2200
32140 1623739 203 2104
32290 1625436 144 2072
32556 1624990 260 2149
32761 1622966 198 2222
32974 1625062 207 2176
33141 1621785 161 2032
33348 1617182 200 2044
33533 1622202 178 2012
33703 1623762 164 2116
33860 1624321 150 2103
34042 1626604 176 2073
34180 1621869 131 2124
34366 1624843 180 2233
34522 1620723 149 1997
34684 1621932 155 2068
34895 1625839 205 2210
35108 1622939 207 2221
35299 1627429 184 2119
35465 1624899 159 2086
35724 1623473 253 2263
35898 1623989 167 2088
36034 1618380 130 2167
36215 1623403 173 2146
36416 1625290 194 2144
36561 1620534 138 2018
36716 1622239 149 2100
36892 1619744 169 2045
37041 1624511 142 2099
37239 1622428 192 2227
37397 1619189 151 2006
37575 1626497 171 2107
37738 1628591 157 2212
37966 1622562 221 2191
38189 1623366 216 2290
38350 1627448 154 2086
38514 1622407 158 2153
38660 1623058 139 2162
38832 1624015 165 2148
39012 1620865 174 2116
39182 1623269 164 2116
39377 1626189 188 2099
39538 1624342 154 2071
39729 1622329 184 2109
39887 1623330 151 2202
40083 1625745 190 2162
40222 1622216 133 2127
40396 1622558 168 2181
40599 1624170 196 2131
40806 1627444 200 2211
41034 1623158 221 2206
41237 1625882 197 2186
41407 1623963 164 2210
41586 1621122 172 2103
41783 1623372 190 2209
42013 1626221 224 2224
42288 1624896 269 2220
42424 1620922 129 2007
42655 1623083 225 2218
42800 1623350 138 2066
42953 1624124 147 2163
43095 1621754 135 2115
43234 1622862 132 2083
43448 1627084 207 2295
43599 1619883 145 1935
43831 1626957 225 2175
43985 1624124 146 2128
44125 1625602 133 2229
44270 1620396 138 2043
44471 1626243 195 2208
44673 1622319 195 2042
44893 1624470 213 2119
45062 1623629 163 2140
45236 1621834 167 2038
45552 1625991 310 2188
45716 1623825 157 2096
45900 1619939 178 2042
46072 1623270 165 2135
46268 1622030 190 2175
46438 1622348 163 2140
46593 1624273 147 2076
46770 1624676 170 2107
46914 1622470 137 2115
47100 1624512 180 2062
47258 1624573 152 2068
47399 1623690 134 2084
47560 1622501 155 2052
47699 1619763 132 1987
47843 1618759 137 2045
47987 1623917 137 2037
48269 1629224 275 2269
48398 1625336 123 2049
48569 1623391 164 2116
48720 1620512 145 2038
48906 1624610 179 2157
49104 1626074 191 2201
49252 1620614 141 2044
49411 1626768 152 2183
49586 1624016 168 2010
49759 1625469 167 2184
49915 1622212 149 2074
50057 1621948 136 2186
50229 1624510 165 2170
50403 1625763 167 2239
50554 1627443 144 2161
50736 1626317 175 2176
50854 1619658 111 2005
51004 1620532 143 2023
51202 1623807 192 2006
51401 1621892 193 2127
51542 1623857 135 2125
51724 1628669 175 2195
51944 1622628 213 2029
52131 1621926 181 2090
52276 1622482 139 2054
52508 1624709 225 2205
52737 1623580 222 2094
52888 1625408 145 2120
53080 1624991 184 2178
53228 1619104 142 1970
53445 1621798 210 2115
53614 1627060 163 2082
53819 1627642 198 2236
54023 1621716 197 2114
54166 1621175 136 1974
54387 1628021 214 2207
54582 1625818 188 2137
54788 1625875 200 2246
54938 1625768 144 2102
55102 1622522 156 2056
55292 1623891 183 2123
55465 1626031 167 2149
55619 1618527 147 2102
55746 1618305 121 1985
55908 1619942 155 2067
56104 1625561 189 2182
56298 1625897 187 2189
56499 1625725 195 2125
56675 1623772 169 2171
56886 1626110 204 2247
57053 1621338 161 2147
57220 1620410 160 2073
57414 1626987 188 2120
57557 1623171 137 2069
57723 1626475 159 2167
57877 1623183 147 2046
58144 1628170 261 2292
58316 1621968 165 2195
58465 1620914 143 2027
58651 1623942 178 2105
58766 1620910 109 2097
58967 1626243 194 2155
59134 1622671 161 2150
59401 1623260 260 2136
59604 1625558 197 2148
59806 1624019 194 2150
59989 1626807 177 2193
60148 1625991 153 2143
60351 1623577 196 2124
60619 1624344 262 2194
