fo time ls_time n_ls_moves
384 862650 384 1171
756 859768 369 1119
1167 863714 408 1144
1523 858651 353 1074
1874 859552 348 1065
2252 863593 374 1139
2646 861264 391 1196
3021 863022 372 1133
3393 862632 369 1121
3800 862209 405 1223
4170 861159 367 1117
4555 864071 381 1162
4930 861947 373 1140
5316 860302 383 1146
5717 864966 398 1197
6099 862840 379 1162
6497 862139 394 1179
6904 862081 404 1246
7284 861199 377 1146
7654 861923 367 1111
8021 862931 363 1107
8405 863722 382 1158
8785 860983 377 1164
9194 865296 406 1232
9546 860769 349 1078
9955 865073 404 1246
10331 860875 373 1133
10729 863613 394 1204
11122 863500 390 1193
11482 862676 358 1078
11843 858023 357 1109
12224 860058 377 1165
12599 861246 372 1141
12989 863318 386 1139
13353 861951 361 1084
13729 860920 374 1137
14126 862471 394 1163
14505 861688 376 1151
14873 860735 365 1126
15221 857713 344 1050
15593 863811 369 1120
15964 860337 368 1128
16344 860756 377 1135
16733 862768 385 1165
17115 861094 379 1162
17486 861648 368 1121
17864 863134 375 1149
18250 860947 383 1149
18637 864003 384 1192
19026 857600 386 1108
19405 863124 376 1119
19758 860939 350 1083
20132 859362 371 1143
20500 860869 365 1093
20896 862322 393 1178
21275 861663 376 1156
21627 859013 349 1076
22011 860358 381 1144
22438 866398 424 1309
22829 862937 388 1179
23199 861565 367 1136
23573 860035 371 1121
23975 863598 399 1200
24377 865269 399 1211
24767 862226 386 1161
25145 861808 375 1128
25540 864439 392 1200
25906 863548 364 1112
26282 859931 373 1133
26670 862505 385 1193
27057 863330 382 1158
27426 863880 366 1123
27792 861405 363 1111
28171 862209 376 1092
28569 863209 394 1212
28948 860793 376 1147
29330 861351 379 1147
29699 864633 366 1120
30069 861628 366 1120
30443 859816 371 1139
30811 861168 365 1087
31188 863685 373 1134
31572 862824 381 1170
31948 861338 373 1153
32337 862744 386 1171
32723 861642 383 1165
33094 863873 368 1136
33508 863396 411 1232
33897 861607 386 1172
34274 862949 374 1140
34645 861968 368 1130
35036 862422 388 1175
35396 861071 358 1108
35779 862599 379 1150
36170 863190 388 1165
36544 862352 371 1135
36895 862215 348 1062
37276 862271 378 1162
37680 863496 401 1209
38045 858317 362 1114
38414 862472 365 1123
38788 863043 370 1111
39188 860836 397 1212
39589 864801 398 1225
39979 861457 387 1187
40357 862743 375 1139
40723 864221 363 1108
41108 864038 382 1161
41465 861609 354 1071
41830 859675 362 1110
42217 860997 384 1172
42596 861538 376 1147
42996 865736 397 1213
43395 862798 396 1177
43768 861982 370 1120
44129 859976 358 1078
44501 860606 368 1137
44881 862128 377 1150
45280 862851 396 1219
45667 862631 384 1171
46028 860757 358 1095
46401 861443 370 1132
46801 864142 397 1202
47183 862769 378 1170
47570 863597 384 1169
47945 860565 373 1124
48325 863271 376 1154
48705 864623 378 1159
49079 861709 371 1124
49455 861143 373 1136
49846 863765 387 1178
50237 861993 389 1188
50625 859514 384 1177
51027 863487 398 1191
51398 862310 367 1122
51771 859851 370 1129
52147 863114 373 1146
52523 861358 373 1143
52903 861086 377 1128
53260 860784 354 1096
53639 861443 375 1153
54006 860119 365 1098
54419 863363 410 1235
54818 863372 395 1221
55204 861491 383 1166
55570 860037 363 1088
55965 861336 391 1193
56362 862599 394 1214
56737 860249 372 1144
57107 861211 366 1112
57486 863419 376 1125
57850 861011 360 1090
58225 861938 372 1115
58609 860388 381 1146
58966 860893 354 1088
59336 863161 367 1133
59722 862070 382 1146
60112 861746 387 1183
60491 863815 376 1137
60889 864913 395 1194
61277 863530 385 1177
61636 861206 356 1097
62010 862132 371 1153
62380 858976 367 1104
62755 860890 371 1138
63140 863628 382 1171
63516 862243 373 1143
63896 863160 377 1156
64274 860263 374 1145
64643 860709 366 1148
65016 861077 370 1123
65398 862362 379 1161
65793 862255 393 1203
66203 864254 406 1203
66601 864338 395 1210
66988 861450 384 1182
67372 863454 381 1138
67753 863748 378 1172
68109 859911 354 1091
68479 860673 366 1111
68868 863553 386 1187
69238 862573 367 1126
69614 860509 373 1142
70002 861281 384 1151
70386 862318 381 1157
70774 864960 385 1178
71131 861249 354 1066
71505 864306 371 1141
71887 863545 379 1157
72247 860304 357 1074
72632 861003 382 1153
73007 860876 372 1118
73366 860056 356 1111
73771 865048 402 1177
74157 864223 383 1114
74551 863475 391 1207
74938 861964 384 1140
75304 862081 363 1110
75673 860472 366 1126
76048 862620 371 1143
76426 864231 375 1130
76824 865333 394 1206
77220 861977 393 1197
77599 863821 376 1145
77989 861176 386 1184
78364 859761 372 1138
78741 862305 373 1142
79117 860879 373 1114
79480 858106 360 1111
79840 862018 356 1095
80217 860410 374 1123
80578 859365 358 1099
80990 862876 408 1244
81388 864614 396 1196
81786 860747 395 1196
82143 859987 353 1082
82506 860835 360 1114
82876 858890 367 1122
83270 863105 392 1199
83637 861282 363 1125
84028 862291 389 1198
84399 863320 368 1130
84785 863769 382 1181
85156 860025 368 1139
