fo time ls_time n_ls_moves
113 858485 113 1773
230 859040 101 1768
354 859680 110 1735
477 860408 107 1832
615 857008 119 1796
750 857324 119 1791
871 859801 105 1816
1029 858819 143 1763
1170 858420 118 1807
1283 855556 99 1737
1409 857294 109 1694
1536 854369 112 1750
1653 859494 102 1805
1787 858620 118 1845
1909 858715 107 1831
2037 860143 111 1774
2172 858844 120 1797
2289 856930 103 1767
2416 856368 112 1702
2545 858860 114 1792
2663 857167 102 1769
2791 856388 113 1765
2909 859596 104 1774
3043 860947 116 1843
3171 860011 113 1771
3295 859899 107 1845
3425 859143 115 1731
3549 858864 108 1782
3669 857539 100 1721
3799 855794 115 1812
3915 857585 100 1726
4041 858881 110 1769
4168 860817 112 1775
4284 857948 100 1719
4410 858327 111 1782
4524 858466 97 1699
4651 859122 113 1798
4782 856308 116 1721
4907 858302 108 1832
5049 860160 115 1768
5178 862218 113 1870
5299 858385 103 1787
5423 858404 110 1702
5541 857720 101 1752
5670 858127 114 1764
5793 859360 108 1736
5911 859238 103 1791
6051 859081 125 1892
6177 859845 111 1867
6304 857150 107 1774
6435 858953 115 1795
6549 859584 100 1752
6682 859655 117 1861
6805 857826 108 1744
6934 856888 108 1739
7073 859532 124 1784
7196 857700 108 1792
7330 858928 111 1898
7466 860613 121 1818
7583 860608 103 1789
7710 856673 109 1688
7835 856720 110 1731
7945 856058 95 1671
8075 858941 114 1789
8193 859046 102 1762
8321 859695 111 1748
8446 858069 110 1738
8559 859230 98 1715
8693 859886 119 1768
8825 859333 117 1908
8950 857104 104 1719
9072 856242 106 1671
9190 860632 103 1743
9318 859541 113 1771
9442 857639 109 1795
9568 860896 108 1831
9700 857475 117 1805
9815 857637 101 1749
9945 859754 113 1782
10075 856968 115 1738
10193 859752 102 1743
10321 860996 113 1809
10442 860295 106 1811
10564 858663 103 1716
10698 860096 119 1845
10820 859011 107 1825
10948 858707 112 1768
11070 857208 107 1740
11193 858059 106 1809
11324 857671 116 1756
11448 859273 107 1845
11577 860138 107 1762
11709 858857 118 1815
11828 856036 103 1717
11955 858926 111 1730
12072 856963 102 1730
12201 859615 106 1786
12328 859047 112 1756
12442 857876 100 1754
12573 858820 116 1791
12716 862256 128 1929
12832 858157 101 1719
12958 858199 111 1773
13073 858881 101 1730
13203 856588 112 1734
13328 854639 110 1713
13447 858053 103 1751
13583 856731 121 1744
13716 857560 114 1828
13835 860587 104 1763
13973 857263 122 1792
14090 858874 103 1826
14221 858743 112 1788
14351 858919 115 1838
14474 862608 107 1839
14612 859992 124 1727
14742 857950 115 1780
14865 859864 102 1729
15001 859035 122 1905
15129 857984 112 1849
15252 861625 104 1802
15385 859814 118 1764
15500 858960 99 1733
15625 859956 111 1689
15752 856338 111 1743
15873 861004 106 1804
15994 856978 107 1694
16112 860219 102 1781
16239 859521 110 1796
16369 859209 116 1838
16486 856444 102 1746
16617 859842 116 1741
16729 855247 97 1690
16865 858508 117 1823
16993 858446 113 1781
17110 859785 102 1764
17238 858367 113 1788
17355 858286 102 1714
17480 857424 103 1768
17606 858636 112 1765
17720 855676 99 1692
17859 859951 124 1824
17994 855862 120 1725
18113 859161 104 1797
18243 857470 116 1785
18358 859636 100 1748
18481 854981 104 1732
18605 857208 108 1722
18722 857270 102 1741
18851 860782 114 1753
18965 857250 100 1749
19095 858505 112 1764
19234 861231 125 1892
19358 861665 109 1876
19495 860286 122 1872
19616 858437 107 1658
19736 857505 105 1783
19864 858649 113 1764
19979 857843 100 1755
20107 859612 111 1738
20236 859827 114 1766
20360 860457 109 1882
20487 860093 112 1753
20618 857942 116 1789
