fo time ls_time n_ls_moves
666 1599749 666 1277
1358 1600032 685 1283
2036 1605019 670 1285
2663 1599069 621 1210
3356 1602118 686 1350
4017 1599912 655 1268
4700 1602792 676 1325
5367 1601168 660 1298
6060 1603392 686 1328
6757 1601960 691 1325
7429 1602509 666 1312
8119 1602274 683 1308
8818 1603901 693 1363
9473 1601470 648 1257
10154 1601512 673 1314
10842 1600296 682 1346
11482 1601291 633 1242
12183 1600785 695 1345
12841 1603656 651 1277
13524 1603480 677 1318
14198 1603788 667 1263
14916 1604945 711 1384
15602 1602620 680 1336
16313 1603245 704 1366
16968 1603578 650 1264
17655 1602776 680 1314
18321 1606350 660 1293
19006 1601506 678 1301
19673 1601983 661 1277
20371 1602314 691 1364
21049 1602372 672 1328
21767 1604801 711 1356
22436 1602436 663 1292
23124 1602499 681 1308
23826 1604528 695 1361
24499 1601141 666 1314
25137 1600553 632 1226
25821 1604092 677 1327
26460 1600594 633 1236
27134 1601194 667 1310
27803 1603719 663 1278
28504 1602463 695 1367
29178 1600960 667 1298
29882 1601576 697 1326
30608 1604754 720 1416
31280 1602622 665 1297
31992 1604081 705 1373
32680 1602507 682 1325
33342 1602860 656 1271
34013 1603939 664 1314
34683 1602606 663 1301
35387 1604839 698 1351
36088 1601549 694 1328
36813 1603515 718 1369
37483 1599945 664 1313
38133 1603341 643 1258
38818 1603410 678 1318
39510 1601914 686 1346
40149 1602813 633 1235
40809 1604015 654 1269
41529 1602800 713 1402
42200 1600458 664 1289
42926 1605490 718 1408
43580 1599846 647 1268
44277 1603261 691 1312
44972 1605249 689 1354
45618 1602595 640 1258
46298 1602055 674 1302
47011 1602928 707 1375
47732 1605617 715 1392
48423 1604471 684 1345
49108 1602896 679 1313
49763 1599173 647 1268
50425 1599791 655 1279
51080 1603873 649 1271
51787 1604506 701 1328
52472 1605742 678 1345
53176 1602558 698 1365
53854 1606672 670 1324
54548 1602168 687 1351
55240 1605805 686 1332
55881 1599643 635 1240
56547 1602307 660 1291
57157 1601624 604 1155
57819 1603244 655 1278
58453 1598945 628 1201
59172 1604534 712 1382
59866 1601720 687 1322
60552 1601991 680 1304
61223 1601233 664 1311
61909 1602357 680 1339
62552 1600182 633 1234
63233 1602779 675 1326
63946 1602327 706 1373
64631 1603134 676 1314
65307 1603189 670 1316
66008 1603502 695 1343
66686 1603750 671 1306
67371 1602964 679 1325
68038 1603664 659 1281
68712 1599891 668 1295
69340 1599813 621 1222
70026 1603159 680 1327
70685 1600017 652 1267
71366 1601759 675 1319
72049 1605189 676 1323
72784 1605645 728 1407
73435 1598370 645 1266
74115 1600396 673 1301
74836 1602549 715 1316
75558 1599764 716 1285
76286 1603993 721 1440
76917 1597156 625 1208
77594 1598732 670 1309
78302 1605937 702 1367
78968 1602933 660 1293
79608 1600210 631 1235
80284 1602768 669 1323
80945 1601277 655 1276
81589 1603991 638 1256
82313 1603353 716 1360
82947 1600789 628 1240
83628 1603412 675 1311
84238 1598309 603 1187
84921 1600166 676 1312
85597 1601772 669 1317
