fo time ls_time n_ls_moves
16 211683 16 735
36 210723 17 768
55 210310 17 741
75 210992 17 752
95 212093 18 751
122 211501 23 743
144 211099 17 726
163 211223 16 726
183 211408 17 767
202 210920 16 744
221 211739 17 745
242 210400 18 792
260 211201 16 730
280 209729 17 750
299 211321 17 745
325 211605 22 766
347 211430 19 763
366 211042 17 732
386 211512 17 717
406 211352 18 772
426 211161 17 756
446 211251 18 761
470 212084 21 751
490 211058 17 762
512 211530 19 730
538 211757 23 749
557 211101 17 742
577 211787 17 749
598 211213 19 772
618 212635 17 768
669 210762 17 742
690 212393 18 807
712 211903 19 762
739 211311 24 752
760 211373 18 778
780 211847 18 764
801 212705 18 777
822 211998 18 783
842 210817 17 760
862 211665 18 774
882 211764 18 762
902 210535 17 761
924 211357 19 762
954 210933 26 756
984 209904 27 724
1015 211558 25 752
1038 211769 20 737
1058 211689 17 760
1079 212042 18 767
1099 212123 17 765
1119 210393 18 719
1148 210647 25 753
1167 210719 17 767
1187 211437 17 748
1207 211443 17 744
1228 210793 18 781
1247 211424 16 738
1267 211488 18 787
1286 211798 17 741
1306 211676 18 777
1327 210582 18 734
1354 211682 24 758
1375 211978 18 792
1396 211954 18 751
1415 211068 17 750
1435 211744 17 756
1454 210959 17 746
1474 211667 17 759
1493 212004 17 751
1513 211508 17 745
1537 211463 21 769
1563 212819 21 758
1583 212118 17 767
1603 212444 17 756
1623 211546 17 733
1642 211197 17 746
1662 211353 17 762
1683 211814 18 774
1703 211483 17 758
1722 211734 17 736
1750 212110 24 787
1770 211555 17 726
1791 211500 18 769
1811 211141 18 756
1832 210632 18 762
1851 211646 17 739
1871 211940 17 764
1890 211376 16 737
1910 211518 18 767
1932 211570 20 765
1961 212252 26 772
1980 210672 17 760
1999 210344 16 744
2019 210902 17 729
2038 210604 17 749
2058 210953 17 756
2078 210573 18 770
2098 211108 17 746
2118 211710 17 739
2140 211363 19 745
2165 211129 22 749
2184 210711 17 745
2204 212680 17 750
2226 211299 19 786
2245 212176 17 751
2267 211106 19 771
2286 210722 17 751
2305 211030 17 747
2325 211707 17 744
2357 211442 30 747
2384 213164 23 826
2404 211722 18 760
2426 210883 19 792
2447 211570 18 782
2467 210875 17 750
2487 211260 18 758
2508 210966 18 761
2529 211400 19 795
2551 210859 20 763
2576 210726 20 769
2596 211341 17 766
2616 211949 17 749
2636 211121 17 761
2656 211667 18 767
2676 210476 17 767
2696 211259 18 785
2717 211385 17 768
2736 211210 17 741
2762 212037 22 753
2784 211402 18 746
2803 210281 17 732
2824 211743 19 773
