fo time ls_time n_ls_moves
169 1618068 169 2052
347 1617175 171 2062
532 1615458 178 2124
715 1617230 176 2133
927 1621517 205 2151
1156 1620795 223 2166
1368 1620548 205 2133
1656 1619723 281 2175
1823 1618802 160 2098
1979 1617515 150 2066
2185 1616608 199 2094
2335 1618444 144 2128
2487 1619395 144 2084
2637 1616870 144 2159
2923 1619389 279 2160
3122 1621548 193 2145
3295 1616474 166 2115
3450 1616085 148 2097
3634 1619418 177 2181
3812 1616470 171 2088
4025 1618590 207 2183
4232 1619064 200 2250
4413 1614753 175 2044
4544 1616427 124 2099
4764 1615792 212 1987
5009 1618589 238 2094
5154 1616034 138 2050
5344 1617617 183 2068
5518 1621365 167 2130
5718 1618019 194 2120
5976 1615112 251 2182
6134 1616622 152 2034
6344 1620605 203 2175
6496 1618987 146 2135
6632 1617894 129 2071
6819 1618707 180 2101
6974 1616936 149 2114
7156 1614387 175 2074
7345 1620378 183 2132
7514 1619935 161 2165
7705 1616877 184 2141
7889 1618221 176 2218
8176 1617525 280 2206
8377 1616857 195 2115
8527 1617297 143 2046
8766 1618869 231 2204
8939 1621214 167 2069
9110 1616014 163 2086
9283 1615453 166 2034
9487 1619630 198 2039
9671 1617807 177 2134
9821 1616560 144 2096
10006 1617198 178 2006
10211 1618520 199 2171
10389 1616188 171 2030
10556 1617631 160 2097
10799 1619739 236 2107
10977 1618498 171 2099
11212 1617462 226 2135
11409 1616685 191 2124
11618 1615423 202 2021
11812 1617281 188 2079
11957 1617121 139 2072
12145 1617279 181 2186
12328 1619562 176 2161
12510 1620788 175 2215
12698 1616079 181 2127
12852 1619485 147 2142
13036 1617134 178 2090
13231 1618953 188 2200
13358 1617462 120 2047
13547 1616993 182 2041
13733 1616427 180 2094
13884 1616666 145 2102
14032 1615468 142 2111
14220 1618705 180 2126
14466 1618031 239 2173
14669 1620616 196 2151
14896 1617149 220 2080
15133 1618041 231 2081
15310 1613996 170 2097
15522 1620183 205 2146
15757 1619764 228 2109
15908 1616603 144 2085
16086 1617324 171 2037
16285 1613795 192 2079
16426 1618779 135 2124
16653 1618421 221 2234
16820 1620671 160 2181
16975 1616050 148 2036
17192 1617733 211 2169
17361 1613529 162 2015
17566 1623511 198 2171
17725 1617058 153 2095
17898 1616447 166 2067
18093 1620029 189 2213
18248 1617856 148 2060
18431 1618926 177 1989
18724 1620639 286 2193
18920 1618389 189 2090
19094 1616008 168 2102
19288 1619591 185 2030
19481 1618938 187 2197
19659 1617100 171 2069
19867 1617481 201 2069
20034 1616305 160 2082
20198 1617422 157 2119
20345 1614503 141 2058
20551 1619929 199 2198
20783 1622787 225 2187
20895 1618051 105 2050
21065 1619744 164 2133
21246 1619729 174 2108
21415 1616686 162 2116
21606 1621066 184 2215
21764 1616096 152 2110
21924 1616412 153 2054
22154 1620299 223 2187
22318 1615710 156 2061
22525 1619083 201 2136
22727 1616131 196 2037
22898 1616877 164 2184
23068 1614869 164 2066
