fo time ls_time n_ls_moves n_ls_moves2
618 857668 618 1887 0
851 853114 230 1815 0
1054 851814 200 1722 0
1252 855469 195 1861 0
1493 854126 238 1788 0
1739 855501 242 1798 0
2074 854528 332 1865 0
2535 854794 457 1851 0
2915 854065 371 1765 0
3315 854076 397 1789 0
3599 854920 279 1786 0
3803 852586 201 1771 0
3984 851880 178 1690 0
4223 854197 236 1768 0
4439 852418 213 1733 0
4632 852002 190 1757 0
4812 854674 177 1763 0
5013 852538 197 1747 0
5245 853651 229 1743 0
5505 854139 256 1794 0
5700 854901 192 1740 0
5959 854859 256 1836 0
6195 855361 232 1772 0
6384 855185 186 1732 0
6554 854243 167 1744 0
6798 856023 241 1757 0
6972 854478 171 1746 0
7164 854569 189 1783 0
7379 854511 211 1848 0
7687 854250 305 1818 0
8025 853624 336 1780 0
8214 853016 186 1821 0
8429 852906 212 1705 0
8594 854807 162 1756 0
8795 852538 198 1640 0
8947 854183 148 1778 0
9171 853144 222 1840 0
9383 853016 209 1700 0
9553 854869 167 1763 0
9775 854343 219 1812 0
9964 855095 185 1742 0
10177 855544 210 1758 0
10391 852561 211 1722 0
10630 853355 235 1743 0
10941 852295 307 1811 0
11172 853837 228 1797 0
11428 852985 253 1726 0
11728 852961 297 1734 0
11938 855309 206 1759 0
12144 853863 202 1810 0
12350 855150 203 1705 0
12513 855442 160 1706 0
12702 854756 186 1715 0
13013 855251 308 1757 0
13233 852183 217 1794 0
13440 852764 203 1743 0
13639 853262 196 1777 0
13850 854029 208 1777 0
14054 854833 201 1769 0
14252 854228 196 1792 0
14511 855022 254 1733 0
14726 856591 212 1764 0
14972 855078 242 1789 0
15180 853349 206 1746 0
15463 858342 279 1957 0
15734 852960 268 1770 0
15994 853999 257 1739 0
16351 854968 354 1796 0
16553 853997 198 1806 0
16822 855907 266 1863 0
17042 853393 216 1759 0
17269 854301 224 1765 0
17514 850034 242 1715 0
17747 855474 230 1785 0
17961 853961 211 1774 0
18202 852796 238 1763 0
18409 854054 204 1721 0
18609 853800 197 1715 0
18817 854881 205 1820 0
19000 852690 180 1701 0
19212 853468 209 1764 0
19466 855674 251 1857 0
19709 852728 241 1839 0
19916 853773 203 1825 0
20115 854893 196 1835 0
20287 854786 169 1841 0
20477 853955 187 1761 0
20679 855087 199 1778 0
20921 855117 239 1792 0
21115 852493 191 1728 0
21302 852263 184 1794 0
21488 855717 182 1722 0
21715 855056 224 1886 0
21899 856639 181 1747 0
22111 856097 209 1841 0
22381 854569 266 1858 0
22549 853671 163 1740 0
22734 852105 182 1730 0
22909 853184 172 1779 0
23146 855692 234 1893 0
23353 855042 204 1791 0
23577 853262 221 1778 0
23807 855425 226 1818 0
24048 854093 238 1744 0
24310 851314 259 1752 0
24538 852003 224 1816 0
24683 852088 142 1688 0
24940 854055 253 1767 0
25106 855813 163 1794 0
25310 852031 201 1786 0
25585 856314 272 1834 0
25808 856288 220 1820 0
26084 852745 272 1798 0
26339 853845 252 1731 0
26659 853398 316 1773 0
26863 850135 201 1743 0
27173 853800 307 1775 0
27608 855552 432 1763 0
27889 853383 278 1758 0
28205 853555 312 1770 0
28433 854432 225 1795 0
28719 856010 282 1820 0
28968 852916 246 1723 0
29171 855038 199 1825 0
29319 853731 145 1708 0
29629 853675 306 1788 0
29929 852109 297 1809 0
30000 841041 68 1381 0
