fo time ls_time n_ls_moves n_ls_moves2
372 212837 370 1104 4
730 211393 358 1056 4
1090 212573 359 1068 5
1483 211306 392 1089 9
1716 211424 232 1040 3
2000 212169 283 1070 4
2362 212091 361 1086 7
2679 211530 317 1110 3
3165 212638 485 1087 5
3775 212289 609 1122 5
4076 211459 299 1079 1
4384 212479 308 1058 4
4671 211880 286 1057 6
4946 211889 273 1057 2
5395 211616 449 1098 6
5806 212396 409 1110 2
6457 212709 650 1140 4
6710 212252 252 1026 3
7371 212408 661 1090 7
7721 211904 349 1048 4
8186 212072 464 1062 8
8514 212921 327 1086 5
8861 211712 346 1087 2
9188 211539 323 1028 2
9898 212047 709 1072 10
10113 211960 214 1081 1
10471 212215 357 1104 5
10783 211881 312 1096 4
11112 212444 328 1054 3
11446 212173 333 1110 6
11867 211391 420 1047 4
12274 212761 406 1106 4
12765 211233 490 1085 9
13204 212362 438 1105 4
13477 211587 272 1116 2
13790 212400 312 1097 3
14123 211941 332 1094 4
14529 211626 405 1124 7
14928 212520 398 1084 5
15163 212300 234 1048 4
15476 212843 313 1131 2
15823 212104 346 1067 6
16154 212394 330 1066 2
16680 213072 525 1136 8
16894 212578 213 1078 1
17261 212107 366 1088 4
17597 211880 335 1068 2
18025 211560 427 1080 10
18358 212930 332 1107 4
18736 212230 378 1115 6
19121 212564 384 1075 7
19466 212000 344 1046 5
19797 212872 330 1099 4
20204 213473 406 1137 6
20614 212085 409 1079 6
20870 212897 255 1080 4
21199 212811 328 1089 5
21405 212298 205 1093 2
21628 211816 221 1088 1
21844 211930 216 1090 3
22154 212469 308 1106 5
22471 212464 316 1100 5
22786 211989 314 1078 5
23144 212173 357 1093 6
23429 211265 284 1050 3
23710 212401 280 1062 4
24051 212346 341 1101 5
24393 211974 341 1035 5
24771 212876 376 1109 5
25074 212644 303 1115 8
25397 212951 321 1124 4
25788 213444 391 1146 4
26146 211659 357 1045 3
26470 211992 323 1109 6
26939 212958 468 1136 8
27380 212988 440 1095 5
27611 212017 230 1111 1
28028 211646 415 1063 8
28439 212236 411 1038 6
28947 211901 506 1125 11
29138 212753 191 1033 1
29411 211916 272 1082 5
29690 211368 278 1090 4
29918 211556 227 1116 1
30000 209447 82 1016 0
