fo time ls_time n_ls_moves n_ls_moves2
307 8065421 307 2968 0
757 8066944 406 3143 0
1106 8069035 308 2911 0
1580 8064322 433 3026 0
2020 8063152 396 3000 0
2460 8063472 396 2987 0
2872 8064543 370 2876 0
3194 8062190 282 2960 0
3637 8068413 398 3075 0
3900 8054209 220 2820 0
4489 8067215 547 3212 0
4798 8063714 267 2915 0
5142 8059057 302 2863 0
5565 8066421 381 3103 0
5861 8058553 255 2860 0
6192 8071374 285 2816 0
6479 8065738 246 2918 0
6745 8063165 224 2838 0
7109 8064402 321 3042 0
7494 8058501 343 2843 0
7849 8064254 312 2854 0
8140 8071556 248 2877 0
8422 8062007 239 2815 0
8848 8069794 384 3233 0
9149 8063060 258 2967 0
9433 8060667 241 2807 0
9744 8066084 270 2919 0
10134 8072788 344 3119 0
10445 8062408 268 2951 0
10748 8061673 262 2886 0
11295 8074928 499 3248 0
11595 8067764 255 2915 0
11917 8067483 280 2915 0
12225 8062788 267 2954 0
12450 8059215 178 2877 0
12840 8060399 345 2981 0
13192 8062502 311 2927 0
13509 8066957 275 3079 0
13939 8072496 387 3311 0
14261 8062482 280 2930 0
14549 8061532 247 2782 0
14806 8064645 216 2841 0
15084 8055014 233 2772 0
15433 8067181 308 3162 0
15836 8074508 361 3044 0
16238 8057622 360 2936 0
16507 8067461 227 3001 0
16822 8063422 273 3085 0
17158 8064741 294 2980 0
17579 8073686 379 3233 0
17892 8067741 270 3053 0
18222 8057310 288 3035 0
18608 8070262 343 3268 0
18988 8067669 338 2966 0
19293 8066227 261 2988 0
19670 8066020 329 3035 0
20033 8062430 322 3106 0
20299 8064405 225 2963 0
20687 8066374 346 3043 0
21001 8056357 269 3045 0
21389 8068951 345 3119 0
21800 8070410 369 3125 0
22163 8063723 322 2929 0
22632 8066288 427 3255 0
23012 8071260 338 3170 0
23317 8071090 263 3049 0
23660 8064295 302 2839 0
24094 8061759 392 3063 0
24407 8070936 271 3103 0
24671 8052912 219 2734 0
24979 8050040 262 2741 0
25290 8069742 270 3118 0
25645 8061077 309 2890 0
25965 8065780 279 2877 0
26239 8063164 228 2977 0
26643 8066095 364 2991 0
26959 8062693 274 2872 0
27329 8064502 329 3117 0
27826 8066468 455 3183 0
28174 8065188 307 2970 0
28479 8066759 265 3014 0
28790 8067040 267 2897 0
29028 8065875 197 2831 0
29393 8066982 321 3004 0
29772 8067326 334 3137 0
30000 8058682 186 2988 0
