fo time ls_time n_ls_moves n_ls_moves2
327 8073039 327 3169 0
801 8073362 433 3279 0
1194 8064943 352 3007 0
1627 8070882 391 2985 0
1980 8072100 310 3003 0
2270 8062432 246 2865 0
2545 8069328 234 2853 0
2938 8074255 348 3066 0
3273 8063071 293 2855 0
3580 8066866 266 2946 0
4001 8068684 376 2989 0
4315 8061866 270 2816 0
4659 8064535 303 3035 0
5102 8066771 402 3025 0
5410 8073469 263 3002 0
5761 8073862 309 3042 0
6160 8075203 359 3133 0
6397 8071469 195 2959 0
6665 8066040 227 2800 0
6992 8063435 284 2849 0
7476 8072737 442 3062 0
7789 8067166 271 2789 0
8250 8070099 419 3052 0
8623 8070280 332 2971 0
8967 8064377 302 3001 0
9278 8065596 268 2868 0
9562 8063256 244 2726 0
9912 8072222 309 2896 0
10240 8072750 286 2921 0
10629 8065105 347 2892 0
10995 8073672 324 3005 0
11390 8074690 353 3141 0
11859 8069615 427 3094 0
12166 8068730 263 2917 0
12588 8071149 377 3163 0
12899 8065013 262 2814 0
13341 8076543 400 3171 0
13636 8071044 253 2872 0
13944 8069348 264 2916 0
14343 8056758 359 2807 0
14735 8068032 350 2862 0
15151 8066245 372 2897 0
15424 8064844 232 2934 0
15796 8070126 331 3054 0
16079 8062066 242 2827 0
16602 8073448 480 2981 0
16950 8063211 307 2990 0
17447 8066784 452 3055 0
17848 8078180 358 3138 0
18183 8065705 294 2837 0
18509 8074198 284 2818 0
18804 8062474 254 2941 0
19107 8074309 260 3007 0
19501 8067706 354 3069 0
19862 8067336 319 3034 0
20296 8068197 387 2920 0
20693 8070880 351 3093 0
21017 8070348 281 3068 0
21435 8071594 377 3025 0
21836 8075680 359 3123 0
22264 8074284 386 3062 0
22632 8072589 326 3033 0
23008 8073118 332 2964 0
23433 8069303 381 3064 0
23793 8068928 317 2997 0
24149 8068030 315 2879 0
24616 8065980 425 2780 0
24992 8074255 334 3066 0
25473 8076391 438 3273 0
25730 8066147 216 2842 0
26083 8060185 311 2967 0
26415 8065703 290 2979 0
26896 8071457 437 3197 0
27311 8073812 370 3148 0
27861 8070537 502 3048 0
28429 8072052 525 3223 0
28837 8077965 366 3074 0
29238 8065933 360 3024 0
29557 8068812 275 2969 0
29821 8063763 220 2858 0
30004 8064516 141 2839 0
