fo time ls_time n_ls_moves n_ls_moves2
328 25787569 328 3160 0
1105 25798392 676 3701 0
1685 25793311 490 3394 0
2111 25804863 309 3649 0
2813 25805484 610 3699 0
3449 25796882 547 3746 0
3995 25800867 447 3576 0
4699 25806177 614 3550 0
5302 25791294 512 3362 0
6208 25801638 800 3203 0
6590 25792193 287 3253 0
7104 25795877 423 3477 0
7516 25798861 319 3500 0
7881 25794261 271 3434 0
8268 25788591 297 3267 0
8778 25797435 420 3585 0
9264 25787398 389 3301 0
9799 25799481 445 3509 0
10351 25791340 459 3419 0
10842 25799123 399 3274 0
11205 25789859 267 3042 0
11534 25789832 234 3134 0
12009 25796512 380 3322 0
12555 25793561 456 3571 0
13280 25792099 626 3464 0
13807 25798715 437 3387 0
14166 25795657 260 3218 0
14666 25787682 409 3202 0
15327 25797970 568 3395 0
15749 25794396 317 3335 0
16234 25798113 392 3583 0
16674 25794257 351 3387 0
17088 25792113 325 3365 0
17594 25797660 417 3561 0
17972 25798438 283 3363 0
18402 25802771 335 3297 0
19010 25795650 509 3679 0
19543 25794493 439 3490 0
19860 25796235 227 3177 0
20447 25805618 493 3626 0
20881 25801950 341 3641 0
21392 25790352 417 3317 0
21786 25786079 305 3068 0
22225 25795162 350 3368 0
22664 25798535 350 3344 0
23046 25780234 289 2942 0
23633 25793063 495 3368 0
24288 25801634 567 3849 0
24763 25788320 385 3183 0
25166 25787192 308 3230 0
25592 25789213 331 3194 0
25966 25798484 281 3198 0
26461 25794421 403 3401 0
26963 25796566 404 3382 0
27413 25794740 358 3441 0
27812 25798443 309 3271 0
28186 25788919 284 3340 0
28596 25791986 318 3337 0
29106 25803211 421 3370 0
29494 25795385 293 3434 0
30001 25795779 412 3336 0
