fo time ls_time n_ls_moves n_ls_moves2
290 865385 290 1784 0
541 865825 248 1823 0
722 862831 178 1776 0
914 865146 190 1803 0
1094 863285 176 1670 0
1286 864210 189 1794 0
1630 864094 341 1812 0
1856 861828 222 1755 0
2094 864387 234 1713 0
2289 863245 191 1761 0
2466 865294 174 1854 0
2696 866626 227 1885 0
2925 863962 226 1774 0
3197 865610 268 1755 0
3348 865648 148 1819 0
3576 862732 225 1719 0
3772 864417 193 1772 0
3962 862844 186 1832 0
4209 864670 244 1821 0
4508 866673 296 1847 0
4736 863562 225 1855 0
4900 863867 161 1736 0
5108 863209 205 1778 0
5317 863001 206 1750 0
5564 863289 244 1735 0
5763 862835 195 1731 0
5924 862163 158 1694 0
6190 862026 264 1741 0
6372 861937 179 1709 0
6558 861707 183 1753 0
6849 863001 285 1790 0
7063 862529 211 1741 0
7273 862801 206 1752 0
7481 863066 206 1838 0
7692 862579 207 1717 0
7966 863695 271 1763 0
8216 863569 246 1751 0
8445 860765 226 1774 0
8647 865005 199 1748 0
8860 864257 209 1883 0
9054 865272 191 1732 0
9299 865252 242 1859 0
9467 864853 165 1748 0
9703 864900 233 1772 0
9882 864472 176 1777 0
10048 864271 163 1783 0
10268 862037 217 1709 0
10471 862382 200 1718 0
10671 865541 197 1831 0
10931 863436 256 1791 0
11239 862203 304 1765 0
11473 863312 231 1690 0
11654 862894 178 1786 0
11814 863869 157 1729 0
12092 864084 275 1802 0
12289 862330 194 1795 0
12478 864725 186 1737 0
12607 863595 126 1681 0
12801 864140 191 1798 0
13027 864992 223 1721 0
13189 860747 159 1701 0
13425 862687 232 1806 0
13615 863133 188 1686 0
13934 865073 316 1836 0
14207 862723 270 1694 0
14451 866105 240 1857 0
14658 865468 204 1757 0
14844 865224 183 1765 0
15066 864064 218 1746 0
15458 864263 389 1885 0
15682 862121 221 1735 0
15906 864448 220 1727 0
16113 861013 205 1797 0
16270 862615 154 1684 0
16472 863546 199 1794 0
16663 863677 188 1750 0
17039 861695 373 1802 0
17286 866792 244 1881 0
17558 864253 269 1784 0
17763 863917 202 1765 0
17990 863918 224 1758 0
18220 866657 228 1890 0
18446 863542 223 1759 0
18717 862223 267 1772 0
18927 863931 207 1881 0
19118 862775 188 1715 0
19439 864674 317 1809 0
19641 864115 199 1803 0
19844 864617 200 1758 0
20059 863536 212 1798 0
20309 864146 247 1784 0
20459 862694 146 1791 0
20675 863860 212 1744 0
20890 865047 212 1769 0
21086 863807 192 1835 0
21349 864325 261 1768 0
21627 864638 274 1782 0
21889 866132 259 1957 0
22123 861568 231 1702 0
22334 861385 208 1750 0
22554 865782 217 1905 0
22737 861264 180 1751 0
22905 863227 165 1751 0
23076 864136 168 1826 0
23238 864102 159 1760 0
23438 865117 197 1778 0
23610 866014 169 1839 0
23788 862840 175 1801 0
24068 864994 276 1825 0
24248 863899 177 1784 0
24406 861280 156 1734 0
24598 862984 189 1773 0
24805 863907 204 1790 0
25000 864714 191 1774 0
25212 866410 209 1794 0
25425 862525 210 1810 0
25572 860293 143 1711 0
25721 863549 146 1748 0
25918 861881 194 1794 0
26237 863708 315 1790 0
26457 863813 217 1777 0
26639 865259 178 1712 0
26867 866000 225 1847 0
27073 865369 203 1734 0
27246 864453 170 1691 0
27445 861969 196 1819 0
27600 863497 152 1766 0
27826 863234 223 1785 0
28015 864092 186 1874 0
28215 861421 197 1669 0
28460 861774 242 1726 0
28749 863809 286 1820 0
28967 863164 216 1733 0
29188 864385 216 1792 0
29374 865552 182 1805 0
29592 864226 215 1810 0
29786 865056 190 1766 0
29929 864864 140 1767 0
30000 853394 68 1581 0
