fo time ls_time n_ls_moves n_ls_moves2
213 1605813 213 2150 0
536 1603690 316 2202 0
711 1605913 168 2071 0
968 1602967 249 2159 0
1173 1605881 198 2056 0
1454 1605005 275 2201 0
1749 1606809 288 2065 0
1982 1603174 226 2194 0
2273 1606209 285 2132 0
2495 1602207 215 2175 0
2764 1604811 263 2206 0
3059 1606392 286 2151 0
3336 1605541 270 2109 0
3571 1603464 229 2041 0
3822 1601955 243 2137 0
4143 1603738 315 2152 0
4419 1603122 269 2078 0
4779 1602390 351 2067 0
5054 1605423 269 2049 0
5285 1605494 224 2195 0
5515 1605050 223 2124 0
5717 1604298 196 2192 0
5942 1600353 218 2052 0
6166 1602837 217 2220 0
6366 1598673 193 1969 0
6644 1601625 272 2073 0
6952 1605757 300 2176 0
7181 1602015 222 2137 0
7734 1604460 546 1997 0
8305 1606104 561 2152 0
8939 1605551 620 2101 0
9200 1604322 255 2119 0
9446 1602374 239 1992 0
9686 1602659 234 2111 0
9993 1601729 300 2153 0
10282 1602704 283 2066 0
10490 1606537 201 1994 0
10802 1605192 305 2219 0
11066 1604339 258 2290 0
11344 1603782 271 2017 0
11577 1605280 227 2146 0
11892 1604737 306 2160 0
12223 1603450 325 2155 0
12468 1603248 238 2050 0
12730 1605387 255 2176 0
13147 1606085 411 2149 0
13448 1604206 294 2192 0
13781 1606827 326 2092 0
14058 1605002 270 2013 0
14273 1601816 208 2127 0
14522 1604190 242 2118 0
14869 1605334 341 2148 0
15284 1601114 408 2136 0
15746 1603146 456 2120 0
16174 1606720 421 2270 0
16541 1603695 361 2174 0
16838 1603507 290 2089 0
17078 1603904 234 2092 0
17360 1605305 274 2079 0
17693 1604999 327 2116 0
17950 1603458 251 2213 0
18215 1604580 256 2043 0
18557 1605987 336 2127 0
18814 1606091 251 2111 0
19084 1605069 263 2117 0
19316 1602724 225 2065 0
19616 1604448 293 2062 0
19895 1606664 273 2104 0
20085 1605561 184 2009 0
20326 1600050 235 2058 0
20537 1604770 204 2146 0
20793 1602936 249 2057 0
21020 1605905 221 2106 0
21282 1607622 255 2140 0
21589 1601564 299 2049 0
21919 1606706 324 2253 0
22332 1607097 407 2169 0
22658 1604047 319 2195 0
22907 1605007 242 2072 0
23157 1602614 243 2128 0
23443 1605626 279 2078 0
23745 1605836 296 2218 0
23970 1604870 219 2013 0
24281 1604031 305 2093 0
24573 1601133 285 2126 0
24802 1602502 223 2093 0
25126 1605759 317 2086 0
25393 1604316 260 2141 0
25601 1601681 202 2107 0
25837 1606332 229 2234 0
26082 1609855 239 2219 0
26425 1606336 334 2111 0
26809 1605266 378 2255 0
27094 1600986 278 2202 0
27342 1601764 241 2084 0
27607 1602292 257 2106 0
27916 1601100 302 2055 0
28114 1604716 192 2042 0
28345 1603302 224 2078 0
28611 1605059 259 2104 0
28933 1605936 314 2106 0
29165 1604555 225 2093 0
29422 1608206 250 2103 0
29689 1605709 261 2120 0
29903 1603127 208 2140 0
30000 1594288 88 1769 0
