fo time ls_time n_ls_moves n_ls_moves2
259 857600 259 1808 0
409 859537 147 1819 0
641 860954 229 1867 0
954 858028 309 1843 0
1170 859521 213 1771 0
1385 859562 212 1872 0
1538 859229 150 1732 0
1741 857802 200 1766 0
1929 857484 185 1725 0
2176 857539 244 1814 0
2398 859242 219 1830 0
2636 858265 234 1786 0
2880 861262 242 1829 0
3137 857183 254 1750 0
3373 858693 233 1804 0
3578 860360 202 1719 0
3796 860281 215 1795 0
4016 858091 216 1775 0
4192 855716 172 1730 0
4386 856843 191 1717 0
4866 857341 477 1761 0
5128 855978 258 1835 0
5434 858825 303 1801 0
5861 860149 424 1885 0
6057 857010 193 1708 0
6307 858751 246 1740 0
6610 859547 300 1874 0
6873 858719 260 1756 0
7160 856566 284 1763 0
7447 857119 284 1781 0
7658 857370 207 1848 0
7914 858731 253 1838 0
8123 861793 206 1799 0
8363 859146 237 1817 0
8565 858306 199 1828 0
8857 859365 289 1777 0
9267 857983 407 1739 0
9734 859395 463 1780 0
9957 859150 219 1781 0
10181 858561 220 1861 0
10460 858922 276 1799 0
10629 857940 166 1778 0
10914 858986 282 1735 0
11142 858083 225 1802 0
11326 858200 181 1774 0
11505 856961 175 1723 0
11764 860791 256 1818 0
11984 861670 216 1928 0
12162 858544 174 1837 0
12334 856466 170 1718 0
12618 856651 280 1810 0
12841 857614 220 1762 0
13097 857782 253 1823 0
13324 859528 224 1858 0
13544 860514 216 1858 0
13864 860849 317 1856 0
14081 858908 213 1787 0
14272 859064 188 1788 0
14528 858507 253 1743 0
14766 860104 235 1815 0
15039 861495 269 1926 0
15229 855643 186 1706 0
15538 860117 306 1839 0
15771 858280 230 1764 0
15960 858362 186 1679 0
16155 856271 192 1705 0
16422 856655 263 1738 0
16595 857305 170 1744 0
16845 858299 247 1759 0
17029 856876 180 1772 0
17189 859289 157 1739 0
17394 859180 203 1797 0
17594 859039 197 1791 0
17875 859433 277 1788 0
18178 858888 300 1764 0
18390 860799 209 1830 0
18636 860250 243 1838 0
18820 858327 180 1808 0
18967 857638 144 1697 0
19173 860044 203 1804 0
19382 857937 206 1747 0
19588 857153 203 1782 0
19805 860718 214 1869 0
20017 859929 209 1776 0
20254 857967 233 1849 0
20482 857874 223 1843 0
20706 861157 221 1867 0
20925 856013 216 1793 0
21135 859134 206 1779 0
21361 859514 223 1783 0
21560 858848 196 1811 0
21868 859322 304 1825 0
22152 857574 281 1718 0
22504 858866 349 1759 0
22870 860659 363 1817 0
23334 859065 460 1835 0
23563 856870 225 1770 0
23789 861249 224 1870 0
23977 859020 185 1716 0
24151 855991 170 1707 0
24394 861059 240 1795 0
24559 857628 162 1731 0
24750 859486 188 1772 0
24915 857747 162 1725 0
25156 858763 238 1805 0
25349 860519 189 1932 0
25518 857148 166 1720 0
25751 857968 230 1781 0
26048 856363 294 1760 0
26215 857584 164 1748 0
26399 859031 181 1824 0
26584 858386 182 1833 0
26778 856646 191 1681 0
27093 856840 312 1710 0
27360 861341 264 1766 0
27614 859358 251 1817 0
27991 859470 374 1845 0
28200 858425 206 1808 0
28424 857674 220 1796 0
28693 861684 266 1868 0
28906 858679 211 1829 0
29083 858131 173 1792 0
29272 857592 185 1772 0
29456 858686 181 1742 0
29605 855278 145 1701 0
29785 859178 177 1691 0
29976 856444 187 1844 0
30000 821502 21 1103 0
