fo time ls_time n_ls_moves n_ls_moves2
136 212878 136 1047 0
254 211642 116 1039 0
385 210877 131 1069 0
515 211703 129 1077 0
646 211522 130 1076 0
753 211601 106 1080 0
879 211978 125 1069 0
1051 213045 171 1123 0
1176 212117 124 1072 0
1316 213649 139 1116 0
1498 212022 182 1027 0
1620 212482 121 1048 0
1815 212158 194 1097 0
1940 210936 124 1044 0
2081 211745 140 1088 0
2217 210690 135 1064 0
2330 211847 112 1074 0
2473 212213 142 1039 0
2645 212322 170 1038 0
2904 212432 258 1068 0
3115 211544 209 1056 0
3336 212806 221 1049 0
3533 211676 195 1073 0
3635 211062 102 1053 0
3830 210787 194 1025 0
4064 211917 233 1018 0
4262 211836 197 1106 0
4404 211606 141 1070 0
4552 211555 147 1079 0
4654 211197 102 1092 0
4806 210752 151 1076 0
4932 212401 125 1079 0
5063 212147 130 1132 0
5213 211932 150 1030 0
5312 210301 98 1055 0
5433 210905 120 1066 0
5584 212037 150 1105 0
5841 211844 255 1117 0
6098 211855 256 1108 0
6377 210927 278 1068 0
6622 211689 245 1077 0
6765 211806 142 1084 0
6913 211047 147 1038 0
7067 212185 153 1048 0
7174 212061 106 1092 0
7384 211789 209 1060 0
7565 211648 180 1047 0
7706 212065 141 1082 0
7823 210880 115 1073 0
7965 211999 141 1085 0
8090 210725 124 1022 0
8200 211763 109 1080 0
8311 212103 110 1026 0
8436 212092 125 1104 0
8611 212188 174 1021 0
8821 212846 209 1102 0
9195 211567 373 1017 0
9363 211891 167 1088 0
9533 212180 169 1109 0
9662 211232 128 1039 0
9792 212433 129 1104 0
9928 211377 135 1099 0
10115 212282 186 1061 0
10276 211731 161 1093 0
10379 211696 102 1124 0
10490 211657 110 1005 0
10598 212416 107 1080 0
10777 212474 178 1026 0
10967 212062 189 1067 0
11145 211756 177 1091 0
11318 211134 172 1087 0
11472 211527 153 1060 0
11653 211114 180 1008 0
11824 211503 170 1038 0
11943 212698 118 1123 0
12052 212062 108 1063 0
12180 212088 127 1075 0
12287 212409 105 1142 0
12422 211950 134 1062 0
12537 211559 115 1078 0
12728 212006 190 1067 0
12949 211447 220 1070 0
13236 211354 286 1107 0
13433 212250 197 1148 0
13581 211853 147 1072 0
13768 211693 186 1074 0
13909 211131 140 1062 0
14059 211721 149 1101 0
14223 211719 163 1081 0
14348 211623 124 1062 0
14475 211584 126 1099 0
14612 211514 136 1088 0
14700 211311 87 1026 0
14875 210873 174 1004 0
15086 212981 211 1080 0
15304 212901 217 1106 0
15494 211933 188 1057 0
15659 211914 164 1030 0
15891 212428 231 1091 0
15995 212667 103 1126 0
16136 211228 140 1094 0
16312 211535 175 1066 0
16439 211827 125 1107 0
16581 211994 141 1100 0
16682 212578 100 1037 0
16796 211600 113 1075 0
17004 211224 207 1061 0
17272 213594 267 1109 0
17436 211894 163 1049 0
17617 211415 180 1028 0
17810 211665 192 1085 0
17962 212684 152 1079 0
18099 211235 136 1061 0
18268 211701 168 1091 0
18416 212779 147 1118 0
18561 212111 143 1069 0
18685 211044 123 1022 0
18869 212237 183 1085 0
19062 211381 192 1072 0
19243 211743 181 1039 0
19426 211285 182 1067 0
19558 212886 131 1100 0
19657 212139 98 1051 0
19774 211931 116 1065 0
19897 212331 122 1041 0
20006 210675 108 1063 0
20194 211418 188 1058 0
20345 211820 150 1092 0
20484 212594 137 1087 0
20608 211553 123 1085 0
20808 210796 199 1071 0
21112 211540 303 1101 0
21337 212059 224 1058 0
21511 212765 173 1116 0
21659 212665 147 1075 0
21857 212251 197 1143 0
22070 212116 211 1095 0
22224 211345 153 1070 0
22418 212475 193 1131 0
22586 210762 167 1037 0
22783 211967 197 1099 0
22935 212025 150 1068 0
23034 210991 98 1006 0
23190 212293 155 1096 0
23348 211225 157 1088 0
23480 213022 131 1067 0
23636 211464 155 1073 0
23779 211865 142 1069 0
23935 212184 155 1077 0
24047 212324 111 1088 0
24192 211884 144 1086 0
24307 211416 115 1051 0
24458 212099 149 1098 0
24620 212959 161 1072 0
24750 212501 129 1093 0
24880 211326 129 1066 0
25028 211315 146 1063 0
25125 212069 96 1077 0
25238 211246 113 1036 0
25363 211716 123 1078 0
25506 212408 143 1088 0
25602 211937 95 1062 0
25750 212052 146 1066 0
25909 211064 158 997 0
26021 211323 111 1094 0
26133 211061 112 1063 0
26225 211861 91 1050 0
26367 211509 141 1113 0
26496 210917 128 1073 0
26610 211402 113 1028 0
26746 211987 135 1095 0
26871 211976 123 1003 0
26987 211117 115 1067 0
27107 211483 119 1049 0
27246 212786 138 1079 0
27383 212107 137 1061 0
27487 211905 103 1073 0
27614 211808 126 1084 0
27746 211679 132 1067 0
27865 213058 118 1097 0
28017 212623 151 1102 0
28114 212049 96 1072 0
28263 211739 148 1065 0
28426 212066 162 1129 0
28584 212267 157 1057 0
28684 212796 99 1066 0
28917 211890 232 1056 0
29076 212438 158 1045 0
29243 213116 167 1108 0
29369 211460 125 1075 0
29490 212341 119 1088 0
29665 212264 174 1050 0
29795 212937 129 1093 0
29963 211928 167 1066 0
30000 206771 36 947 0
