fo time ls_time n_ls_moves n_ls_moves2
134 204759 134 1067 0
291 203809 155 1086 0
461 204691 170 1022 0
638 205267 176 1051 0
827 204962 188 1041 0
1010 204324 182 1020 0
1119 203777 108 961 0
1308 204458 188 1000 0
1467 204669 158 1089 0
1595 204855 127 1071 0
1753 205196 157 1121 0
1908 203724 154 1055 0
2040 204425 131 1030 0
2186 205054 141 1058 0
2390 204276 203 1020 0
2558 205163 167 1092 0
2744 204096 185 1047 0
2904 204270 159 1014 0
3044 204106 140 1043 0
3175 204125 129 1038 0
3293 204758 117 1068 0
3426 205074 132 1044 0
3550 204044 124 1035 0
3684 204394 132 1094 0
3799 203881 114 1054 0
3910 204728 110 1029 0
4031 203708 120 1029 0
4129 203748 97 1037 0
4299 204616 170 1078 0
4429 205321 129 1085 0
4554 205090 111 1053 0
4684 205093 129 1101 0
4806 205164 121 1061 0
4951 205291 144 1084 0
5105 204949 153 1067 0
5215 204338 110 1069 0
5343 204398 126 1077 0
5443 203572 99 1063 0
5591 204733 147 1091 0
5741 204671 149 1093 0
5868 204992 126 1090 0
6009 203874 140 1092 0
6146 204820 136 1065 0
6246 205009 99 1024 0
6434 205709 187 1054 0
6568 204392 132 1103 0
6684 204495 115 1067 0
6862 205158 177 1077 0
7007 204114 144 1022 0
7159 204240 151 1070 0
7315 205245 150 1038 0
7455 205105 138 1071 0
7559 204418 104 1019 0
7694 204384 133 1057 0
7804 203912 110 1052 0
7943 203722 138 1081 0
8085 204798 142 1066 0
8223 203679 137 1063 0
8373 204545 149 1063 0
8522 204657 148 1072 0
8682 203780 159 1038 0
8795 204681 113 1061 0
8953 204601 157 1064 0
9106 204534 152 1117 0
9224 205294 117 1101 0
9348 204496 124 1049 0
9445 205718 95 1080 0
9585 204379 139 1033 0
9771 204022 186 1004 0
9891 203786 118 1054 0
10045 204882 153 1058 0
10173 204897 127 1079 0
10328 204528 155 1026 0
10459 204529 130 1064 0
10660 205402 199 1090 0
10890 204653 230 1105 0
11067 204412 176 1077 0
11270 204713 202 1038 0
11401 204914 130 1090 0
11539 203879 137 1085 0
11682 205095 142 1075 0
11817 204706 134 1065 0
12013 204924 195 1109 0
12205 205080 191 1073 0
12348 204555 142 1093 0
12449 203738 100 1052 0
12578 203238 129 1044 0
12771 205228 192 1087 0
13024 204639 252 1069 0
13225 204150 199 1018 0
13345 204753 119 1077 0
13498 204126 153 1040 0
13638 204931 138 1076 0
13759 203920 121 1068 0
13900 204738 140 1067 0
14087 205155 186 1099 0
14242 205381 154 1034 0
14403 204589 160 1088 0
14546 204220 142 1021 0
14657 203538 110 1032 0
14797 204742 140 1086 0
14932 205029 134 1146 0
15084 204875 151 1048 0
15238 204227 153 1024 0
15384 204505 145 1045 0
15494 203917 109 988 0
15646 204117 151 1065 0
15795 204111 148 1073 0
15980 204984 184 1097 0
16126 205399 145 1071 0
16258 204192 131 1017 0
16395 204330 136 1063 0
16526 203175 131 1011 0
16742 204367 215 1064 0
16896 205010 154 1044 0
17023 204562 126 1072 0
17173 204991 150 1012 0
17341 204658 167 1107 0
17492 205066 150 1051 0
17648 204057 154 1033 0
17839 204048 190 1067 0
18006 205057 166 1037 0
18182 204957 175 1056 0
18357 204969 174 1029 0
18544 205158 186 1091 0
18651 203794 106 1025 0
18801 204536 149 1071 0
18954 204453 152 1029 0
19073 203930 118 1019 0
19213 204418 139 1053 0
19324 204403 110 1077 0
19470 205502 145 1106 0
19562 204532 91 1047 0
19712 205655 149 1093 0
19882 204423 169 1042 0
20043 204700 161 1027 0
20202 204454 158 1098 0
20343 204636 140 1016 0
20477 204783 134 1043 0
20586 205299 108 1054 0
20716 203966 128 1055 0
20841 205089 124 1100 0
21009 204987 167 1099 0
21159 204811 149 1048 0
21359 205298 200 1080 0
21460 203983 100 1008 0
21636 203748 175 1057 0
21769 205408 132 1065 0
21869 204007 100 1002 0
22055 205237 185 1123 0
22184 204800 128 1075 0
22335 205026 150 1076 0
22474 205296 138 1078 0
22666 206079 191 1084 0
22817 205574 149 1099 0
22984 204823 167 1049 0
23112 204888 127 1050 0
23280 204619 167 1044 0
23489 204522 208 1033 0
23580 204963 90 1025 0
23821 204231 240 1041 0
24006 205484 184 1068 0
24157 204857 151 1064 0
24277 204257 119 1064 0
24401 203883 123 1079 0
24571 204833 169 1092 0
24726 205497 154 1093 0
24877 205394 150 1097 0
25031 204764 153 1084 0
25168 204059 137 1053 0
25292 203981 123 1070 0
25435 204733 142 1026 0
25583 205219 147 1040 0
25712 205217 128 1065 0
25846 204567 133 1028 0
25965 204662 118 1081 0
26085 203779 118 993 0
26232 204701 147 1071 0
26338 205224 104 1066 0
26494 204181 156 1034 0
26598 204522 103 1067 0
26724 204488 126 1049 0
26843 204619 118 999 0
26953 205605 109 1035 0
27071 204856 116 996 0
27203 204452 132 1076 0
27313 204456 109 1026 0
27442 205210 127 1067 0
27579 204868 137 1031 0
27739 204826 159 1058 0
27843 205442 104 1046 0
27981 203846 137 1080 0
28141 204167 159 1042 0
28264 205542 122 1030 0
28405 204184 140 1073 0
28517 205002 111 1086 0
28650 204493 133 1048 0
28806 204450 155 1003 0
28935 204656 128 1069 0
29057 203031 121 1030 0
29150 204786 92 1090 0
29305 204390 154 1026 0
29510 205747 204 1102 0
29656 203823 145 1008 0
29790 204396 133 1054 0
29991 205629 200 1072 0
30000 165391 7 427 0
