fo time ls_time n_ls_moves n_ls_moves2
266 208767 264 1114 3
601 209182 334 1079 5
1034 208460 431 1085 9
1343 209651 309 1087 5
1663 208625 319 1114 5
1974 209422 310 1104 3
2300 209612 324 1060 6
2501 209414 200 1153 0
2845 208774 343 1119 5
3092 209008 246 1090 4
3494 208594 401 1075 6
3944 208956 449 1083 5
4283 208881 338 1061 5
4562 209204 278 1053 3
5020 209011 457 1067 8
5342 210187 321 1066 3
5583 207853 240 1086 1
5935 209572 351 1051 1
6271 208254 335 1072 5
6653 209111 381 1027 4
6943 208607 290 1007 4
7294 209268 350 1055 8
7503 209130 208 1088 1
7836 209187 332 1058 6
8149 208733 312 1069 4
8532 209028 381 1126 5
8761 208691 229 1003 2
9224 209410 462 1109 8
9423 209588 198 1061 1
9865 209345 442 1107 7
10250 209258 383 1092 6
10626 207920 375 1079 9
10976 208801 349 1076 6
11282 209249 305 1083 5
11623 209467 339 1097 8
12091 209663 467 1125 12
12474 209067 383 1072 4
12845 209860 370 1093 5
13256 208851 410 1074 8
13524 210022 267 1117 4
13838 209171 313 1093 4
14131 207925 292 1050 5
14388 208745 255 1067 3
14749 208918 360 1103 7
15012 209421 262 1088 4
15473 208934 460 1068 11
15818 208988 345 1100 5
16105 208200 285 1090 4
16661 208191 556 1058 5
17041 209978 379 1047 6
17328 209909 286 1053 3
17842 208486 513 1058 10
18042 209003 199 1101 1
18298 209235 256 1096 1
18675 208489 376 1067 7
19060 209682 384 1068 7
19528 210031 467 1110 11
19971 208504 443 1052 8
20374 209323 402 1099 7
20789 208598 415 1070 6
21204 208553 413 1096 5
21569 209215 364 1084 4
21839 209467 269 1104 2
22153 209206 314 1108 5
22514 209974 360 1105 4
22835 209491 320 1047 3
23119 209862 283 1108 3
23619 208997 498 1075 9
23933 208811 313 1084 5
24211 208777 277 1074 3
24621 209354 409 1071 7
25085 208115 463 1014 6
25721 209762 635 1103 8
26152 209211 430 1023 7
26542 209501 389 1064 5
26804 208708 261 1082 4
27152 207870 348 1021 4
27469 208512 316 1040 6
27702 207883 232 1097 1
28032 207906 329 1049 5
28505 208771 472 1102 8
28835 209163 329 1071 4
29132 208727 297 1072 5
29511 209467 378 1086 7
29808 209578 296 1095 4
30001 209039 192 1072 0
