fo time ls_time n_ls_moves n_ls_moves2
414 8068432 414 3005 0
838 8069446 382 3340 0
1230 8073713 349 3074 0
1760 8074190 487 3217 0
2079 8075181 278 3032 0
2504 8072681 383 3103 0
2818 8066749 272 2884 0
3214 8074133 355 2945 0
3651 8063486 394 2960 0
4193 8073213 502 3204 0
4824 8074944 586 3102 0
5297 8070550 431 3026 0
5693 8070282 350 3056 0
6417 8068270 669 2950 0
7310 8065159 843 3087 0
7983 8069498 625 2955 0
8861 8074637 833 3040 0
9270 8064518 366 2922 0
9913 8070685 599 2962 0
10346 8067793 392 2951 0
10759 8070041 372 3041 0
11281 8072006 479 3255 0
11840 8069556 519 3094 0
12432 8072498 549 3083 0
12986 8064417 510 2998 0
13280 8068833 250 2896 0
13528 8061275 206 2768 0
14046 8064231 476 3078 0
14409 8057964 316 2861 0
14867 8064259 417 2997 0
15365 8067930 453 3050 0
15812 8074448 402 2959 0
16158 8058089 303 2929 0
16483 8067807 278 2949 0
16981 8066151 456 2993 0
17478 8067302 454 2999 0
17816 8059895 292 2954 0
18201 8072781 344 3067 0
18624 8065599 380 2953 0
19107 8073817 440 3230 0
19486 8066483 337 2916 0
19956 8069946 429 3116 0
20404 8066916 405 3197 0
20909 8068512 464 2910 0
21277 8071554 323 3055 0
21723 8067440 399 2938 0
22097 8066477 323 3019 0
22653 8068954 514 3261 0
22984 8066068 289 2928 0
23512 8071255 484 3086 0
24077 8068168 523 3186 0
24463 8073646 340 3062 0
24835 8066791 323 3086 0
25222 8067272 346 2952 0
25711 8061336 444 3022 0
26318 8070619 567 3109 0
26683 8072984 320 3160 0
27292 8075184 567 3204 0
27728 8069768 387 3026 0
28168 8068484 395 2918 0
28624 8069869 413 3117 0
29038 8067619 372 2998 0
29340 8060724 261 2811 0
29675 8068728 290 2913 0
30003 8071737 286 2967 0
