fo time ls_time n_ls_moves n_ls_moves2
158 857953 158 1739 0
355 857193 194 1800 0
540 855952 181 1800 0
714 856138 171 1773 0
907 855707 190 1674 0
1155 857561 245 1824 0
1337 857704 179 1809 0
1510 855141 170 1745 0
1724 856082 211 1795 0
2039 857553 311 1766 0
2276 857681 234 1690 0
2490 860150 210 1729 0
2655 857424 162 1738 0
2945 857287 286 1809 0
3100 858249 151 1794 0
3251 856657 149 1697 0
3410 858557 156 1735 0
3651 858576 238 1801 0
3888 860732 234 1911 0
4089 856239 197 1790 0
4289 859325 197 1812 0
4484 859284 192 1870 0
4692 859029 205 1881 0
4862 858110 167 1779 0
5109 856737 243 1712 0
5325 854893 213 1740 0
5489 857418 161 1788 0
5649 856841 157 1712 0
5825 857168 174 1762 0
6042 857841 213 1757 0
6231 856220 186 1706 0
6416 857869 182 1710 0
6587 856990 168 1750 0
6773 855706 183 1762 0
7017 857556 241 1776 0
7178 857633 158 1757 0
7320 858524 139 1774 0
7523 859191 200 1815 0
7746 857655 220 1870 0
7933 857511 184 1759 0
8137 859681 201 1835 0
8334 857470 194 1799 0
8592 859122 255 1870 0
8810 856380 215 1724 0
8969 858165 156 1785 0
9192 857014 220 1783 0
9386 856020 191 1789 0
9566 858452 178 1750 0
9772 857939 203 1828 0
9955 856819 180 1770 0
10134 859233 176 1770 0
10355 855903 217 1762 0
10565 859680 207 1780 0
10760 857430 192 1831 0
11033 855341 270 1796 0
11278 855310 242 1715 0
11575 860362 293 1919 0
11764 856168 185 1732 0
11956 858617 189 1734 0
12210 855277 251 1710 0
12425 855608 212 1698 0
12602 856837 173 1754 0
12778 856997 173 1706 0
13144 858098 363 1859 0
13341 855480 194 1739 0
13559 855358 214 1808 0
13840 858253 279 1779 0
14085 857812 241 1730 0
14461 857316 373 1796 0
14845 858203 380 1706 0
15110 857867 262 1762 0
15338 855769 224 1782 0
15517 855476 176 1847 0
15690 856554 170 1745 0
15959 856993 266 1787 0
16198 856388 236 1768 0
16419 857050 219 1763 0
16635 858465 213 1715 0
16861 854751 222 1718 0
17084 856929 220 1808 0
17291 856797 204 1771 0
17555 855955 261 1808 0
17795 858418 237 1904 0
17986 855742 188 1764 0
18137 857283 148 1753 0
18340 854913 200 1717 0
18504 857799 161 1789 0
18700 857609 193 1760 0
18913 857383 209 1735 0
19088 857646 172 1749 0
19307 859149 216 1682 0
19494 854485 184 1704 0
19730 854113 233 1663 0
20037 857699 304 1805 0
20198 855607 157 1771 0
20414 855646 214 1745 0
20619 858773 201 1849 0
20801 857047 179 1781 0
21019 856748 215 1809 0
21205 859391 184 1873 0
21418 857402 210 1814 0
21598 855982 177 1669 0
21795 858178 193 1762 0
21989 857880 191 1727 0
22228 857175 236 1852 0
22428 859786 197 1737 0
22709 858894 277 1908 0
22904 856234 192 1688 0
23125 855047 219 1772 0
23328 854385 199 1786 0
23541 855406 210 1748 0
23756 858346 212 1804 0
23961 855998 201 1725 0
24129 858540 165 1830 0
24328 856794 196 1804 0
24545 859466 214 1818 0
24741 857557 193 1762 0
24935 855503 191 1805 0
25134 857678 196 1828 0
25375 857959 238 1872 0
25544 857475 165 1710 0
25727 857646 180 1759 0
25911 858599 181 1794 0
26131 858301 217 1796 0
26343 858218 209 1806 0
26516 856013 171 1723 0
26734 855918 214 1781 0
26883 855626 147 1767 0
27060 858423 174 1753 0
27238 855252 174 1726 0
27451 856973 210 1756 0
27645 857720 191 1778 0
27872 857784 224 1826 0
28073 856322 198 1805 0
28362 858020 286 1793 0
28556 857996 191 1759 0
28728 856197 169 1825 0
28914 857894 182 1717 0
29120 856217 204 1691 0
29335 860008 212 1902 0
29513 859459 175 1839 0
29758 858529 242 1799 0
29954 858048 194 1764 0
30000 822676 42 1076 0
