fo time ls_time n_ls_moves n_ls_moves2
208 863537 208 1824 0
376 863870 164 1796 0
565 861647 187 1727 0
757 862104 189 1755 0
902 859157 142 1682 0
1134 862400 229 1767 0
1389 862802 252 1764 0
1564 864063 172 1798 0
1737 861221 170 1769 0
1882 859941 141 1714 0
2052 862943 167 1747 0
2248 863446 193 1708 0
2457 863787 206 1729 0
2717 865111 256 1757 0
2999 864102 279 1878 0
3196 860698 193 1733 0
3392 863389 193 1796 0
3627 860478 232 1689 0
3925 862565 295 1710 0
4282 864552 353 1809 0
4463 863238 177 1690 0
4676 862510 209 1778 0
4887 863410 208 1735 0
5056 863491 166 1702 0
5212 863152 154 1738 0
5360 864844 145 1730 0
5562 863712 199 1781 0
5790 866420 225 1833 0
6048 863877 256 1762 0
6313 862991 261 1822 0
6499 865433 183 1811 0
6724 863972 221 1762 0
6892 861935 165 1702 0
7095 863448 199 1858 0
7282 864523 184 1782 0
7607 863549 322 1807 0
7822 863564 211 1822 0
8002 861378 178 1729 0
8157 862417 152 1673 0
8369 864117 208 1827 0
8609 861565 236 1778 0
8784 861153 172 1763 0
8976 862156 189 1736 0
9233 865473 254 1818 0
9425 862418 189 1719 0
9665 862476 237 1776 0
9879 862714 210 1854 0
10097 864536 216 1799 0
10328 864647 227 1791 0
10491 862410 160 1625 0
10626 861422 132 1673 0
10835 864386 206 1865 0
11029 863522 190 1798 0
11214 863092 183 1752 0
11386 861975 168 1758 0
11614 865254 225 1845 0
11832 863518 215 1799 0
12063 864360 227 1839 0
12258 865403 192 1736 0
12453 861686 192 1735 0
12671 863661 214 1775 0
12874 864961 201 1804 0
13062 861839 185 1746 0
13240 860525 175 1798 0
13482 864153 239 1796 0
13707 861538 221 1840 0
13948 862290 239 1798 0
14159 861463 208 1711 0
14343 863779 182 1769 0
14537 863740 190 1779 0
14736 862722 196 1805 0
14897 864449 159 1816 0
15129 864304 229 1897 0
15309 861396 177 1724 0
15592 866732 280 1927 0
15822 863719 227 1804 0
16001 865238 176 1721 0
16214 864174 210 1760 0
16391 862605 174 1846 0
16606 863678 211 1746 0
16817 861814 209 1721 0
17051 862313 231 1705 0
17427 863557 373 1824 0
17645 860551 214 1772 0
17884 863077 236 1842 0
18100 864687 213 1795 0
18333 861974 229 1756 0
18510 859657 174 1764 0
18717 860796 204 1797 0
18930 863099 210 1791 0
19135 864564 202 1836 0
19351 862785 213 1773 0
19573 862698 219 1763 0
19764 861919 188 1759 0
19944 863269 177 1700 0
20162 864214 215 1764 0
20385 863722 219 1860 0
20597 863335 209 1716 0
20768 860288 169 1745 0
20947 863734 175 1749 0
21140 864374 191 1752 0
21394 866065 250 1913 0
21578 865090 181 1768 0
21788 864605 207 1753 0
22025 863002 234 1794 0
22203 863373 174 1745 0
22413 864456 207 1770 0
22631 862402 215 1808 0
22825 863200 191 1798 0
23063 864019 235 1815 0
23233 862945 167 1775 0
23422 861137 186 1792 0
23604 862407 180 1782 0
23808 862945 200 1781 0
24019 865047 208 1708 0
24262 863231 240 1773 0
24456 862942 191 1695 0
24722 862890 263 1736 0
24869 862170 144 1674 0
25117 862446 245 1721 0
25329 863831 209 1801 0
25678 865519 346 1762 0
25910 861669 229 1760 0
26066 862696 152 1780 0
26234 861800 165 1633 0
26418 861035 181 1768 0
26670 864735 248 1812 0
26955 864519 282 1861 0
27163 863562 205 1752 0
27329 864102 163 1802 0
27516 863223 183 1715 0
27732 863457 213 1838 0
27956 865160 222 1869 0
28170 859597 210 1763 0
28344 863794 170 1767 0
28514 862488 167 1711 0
28681 861603 164 1701 0
28844 861706 160 1656 0
29081 864811 234 1850 0
29265 865311 180 1835 0
29456 863151 188 1830 0
29635 863170 176 1738 0
29818 862100 180 1632 0
30010 863537 188 1831 0
