fo time ls_time n_ls_moves n_ls_moves2
214 1616229 214 2087 0
522 1618548 302 2200 0
761 1615253 231 2036 0
1171 1620884 404 2205 0
1440 1614434 262 2016 0
1782 1620996 335 2252 0
2111 1621085 323 2201 0
2379 1616610 261 2154 0
2635 1615558 249 2106 0
3021 1619057 379 2105 0
3285 1619820 257 2250 0
3568 1616071 277 2113 0
3919 1617540 344 2141 0
4258 1620846 332 2253 0
4443 1616442 179 2092 0
4713 1620702 263 2234 0
4935 1618341 214 1981 0
5178 1615539 235 2088 0
5439 1615419 254 2119 0
5790 1617839 345 2129 0
5983 1617220 186 2017 0
6304 1617373 315 2140 0
6555 1616596 243 2124 0
6823 1616718 260 2090 0
7072 1616398 243 2053 0
7508 1614493 429 2172 0
7785 1616900 270 2152 0
8112 1616568 321 2012 0
8418 1616145 298 2158 0
8751 1621377 327 2113 0
8973 1618976 214 2076 0
9341 1619175 362 2225 0
9761 1617978 410 2137 0
10006 1616930 237 2013 0
10235 1617999 222 2081 0
10467 1619942 225 2140 0
10787 1614070 313 2069 0
11083 1618724 290 2230 0
11366 1618740 277 2101 0
11612 1621014 239 2124 0
12032 1621134 413 2228 0
12256 1617982 217 2118 0
12565 1621426 302 2204 0
12821 1618042 250 2130 0
13054 1619262 226 2007 0
13291 1617825 229 2057 0
13658 1621178 358 2198 0
13883 1616610 218 2079 0
14286 1622253 397 2250 0
14628 1619779 335 2101 0
14875 1622778 241 2195 0
15204 1617214 322 2050 0
15507 1617655 296 2112 0
15918 1618134 404 2045 0
16209 1619064 283 2160 0
16437 1611843 221 2021 0
16793 1617504 349 2161 0
17183 1616520 382 2097 0
17456 1618880 267 2114 0
17751 1617823 288 2198 0
18112 1620913 354 2147 0
18531 1618281 413 2128 0
18902 1617863 364 2276 0
19239 1622041 330 2251 0
19623 1617147 378 2106 0
19978 1618907 348 2137 0
20232 1621312 247 2203 0
20528 1619609 289 2173 0
20742 1617759 208 1985 0
21121 1616915 372 2164 0
21407 1618417 280 2076 0
21831 1618238 417 2114 0
22116 1616643 276 2009 0
22423 1620561 301 2179 0
22832 1618666 401 2184 0
23214 1615250 374 2053 0
23618 1619554 396 2085 0
23958 1615980 333 2147 0
24316 1618408 351 2241 0
24525 1618508 203 2080 0
24825 1619934 293 2197 0
25067 1615222 234 2012 0
25360 1620146 286 2184 0
25743 1619135 377 2087 0
26051 1620164 301 2167 0
26375 1616904 318 2155 0
26899 1620392 516 2284 0
27177 1617434 271 2123 0
27559 1619550 374 2093 0
27899 1619736 333 2189 0
28131 1616554 226 2094 0
28512 1621764 373 2145 0
28939 1619948 420 2150 0
29270 1617050 323 2159 0
29591 1617813 314 2148 0
29798 1616361 200 2043 0
30002 1618143 198 2114 0
