fo time ls_time n_ls_moves n_ls_moves2
1166 1619599 1164 2229 12
2904 1617354 1732 2223 18
3930 1619070 1020 2104 10
4856 1619321 919 2119 10
6402 1620247 1537 2201 13
7378 1620531 970 2240 9
8164 1616331 779 2030 7
9482 1619633 1311 2227 16
11250 1622074 1760 2243 21
12152 1616866 895 2118 10
13484 1620736 1325 2257 10
14383 1616826 893 2077 12
16014 1619597 1624 2267 15
16778 1617111 757 2250 8
19340 1622446 2555 2349 44
20405 1623760 1058 2264 14
21491 1621962 1079 2261 10
22894 1620841 1396 2214 15
24193 1618962 1291 2276 13
25520 1621790 1301 2219 19
26504 1620459 978 2279 7
26986 1618362 475 2091 3
27695 1619260 702 2125 11
28418 1619603 717 2187 8
30006 1622098 1581 2317 20
