fo time ls_time n_ls_moves n_ls_moves2
224 1614872 224 2092 0
459 1619033 225 2143 0
660 1618750 195 2155 0
894 1615643 227 2117 0
1141 1619811 240 2241 0
1382 1619164 235 2137 0
1589 1622145 200 2126 0
1823 1620371 228 2191 0
2004 1613996 174 2006 0
2192 1617418 182 2111 0
2430 1617425 231 2132 0
2680 1622986 244 2321 0
2881 1618130 190 2057 0
3121 1619223 233 2242 0
3318 1618439 188 2136 0
3522 1618211 198 2105 0
3843 1619507 313 2222 0
4106 1619715 257 2220 0
4325 1617968 213 2071 0
4622 1618541 290 2126 0
4843 1622323 214 2217 0
5179 1621475 330 2228 0
5427 1615509 240 2116 0
5653 1620396 218 2162 0
5933 1620819 272 2150 0
6136 1616858 197 2115 0
6404 1620923 260 2053 0
6674 1619845 263 2248 0
7035 1616934 352 2146 0
7504 1617838 463 2087 0
7890 1619207 377 2209 0
8218 1619776 322 2144 0
8510 1618921 285 2086 0
8720 1614581 204 2018 0
8926 1616554 199 2093 0
9124 1620309 192 2132 0
9352 1618448 222 2093 0
9546 1612787 186 2029 0
9911 1617174 358 2137 0
10139 1618152 221 2114 0
10375 1617069 230 2097 0
10647 1621591 265 2044 0
11218 1616655 564 2095 0
11473 1616943 247 2085 0
11915 1620473 435 2302 0
12116 1621195 194 2116 0
12248 1617924 125 2017 0
12559 1618567 304 2127 0
12825 1620309 260 2205 0
13100 1619769 269 2158 0
13361 1618304 254 2138 0
13512 1615717 144 1942 0
13840 1617661 322 2083 0
14388 1620582 542 2143 0
15136 1622211 739 2212 0
15658 1619046 515 2133 0
15862 1616370 195 2064 0
16114 1621319 245 2237 0
16471 1620603 348 2259 0
16850 1618072 373 2213 0
17103 1620831 246 2149 0
17306 1620293 197 2114 0
17672 1616423 359 2071 0
17944 1620003 265 2061 0
18174 1619196 224 2051 0
18381 1618642 200 2058 0
18652 1617613 265 2092 0
18866 1615963 207 2081 0
19184 1618831 311 2090 0
19572 1619606 381 2207 0
19810 1619836 230 2149 0
20065 1616939 249 2102 0
20264 1618324 192 2119 0
20674 1614473 403 2169 0
20986 1618066 305 2094 0
21270 1619015 277 2210 0
21520 1618163 243 2093 0
21760 1622580 233 2244 0
22021 1620505 254 2149 0
22417 1621853 388 2191 0
22631 1618523 206 2092 0
22926 1617827 288 2136 0
23173 1619676 241 2158 0
23426 1616560 247 2188 0
23725 1623657 292 2284 0
24078 1619296 347 2153 0
24293 1616020 207 2050 0
24541 1617942 242 2125 0
24761 1616470 213 2033 0
25042 1620696 272 2201 0
25303 1616019 255 2175 0
25646 1621861 336 2206 0
25892 1619859 240 2191 0
26196 1617828 298 2186 0
26407 1616836 204 2097 0
26684 1620258 271 2198 0
26898 1621532 207 2157 0
27163 1618061 258 2067 0
27453 1618459 284 2107 0
27642 1616777 181 2099 0
27899 1618348 249 2094 0
28168 1617616 262 2095 0
28406 1616897 232 2105 0
28599 1618337 186 2063 0
28844 1619598 239 2113 0
29072 1618652 220 2098 0
29308 1619208 230 2096 0
29475 1617069 158 2070 0
29694 1618429 212 2122 0
29954 1622118 254 2262 0
30000 1594901 39 1576 0
