fo time ls_time n_ls_moves n_ls_moves2
535 25759770 535 3378 0
1234 25758447 602 3480 0
1693 25760882 359 3482 0
2111 25743086 320 3234 0
2500 25755806 296 3094 0
2917 25755946 325 3370 0
3364 25764128 357 3586 0
3733 25758924 275 3417 0
4319 25760113 494 3282 0
4727 25765685 319 3496 0
5161 25765051 345 3503 0
5539 25754468 287 3206 0
5928 25764260 299 3392 0
6276 25757250 256 3303 0
6792 25764889 422 3345 0
7194 25749915 313 3303 0
7625 25758906 330 3468 0
8297 25760587 580 3476 0
8650 25757749 258 3117 0
9089 25763246 348 3590 0
9533 25760233 350 3354 0
10049 25773541 410 3399 0
10572 25758725 431 3197 0
11202 25763487 519 3378 0
11840 25756154 533 3244 0
12309 25761691 374 3408 0
12753 25756164 349 3235 0
13283 25756366 434 3397 0
13698 25757111 324 3423 0
14140 25760704 346 3413 0
14625 25761691 395 3554 0
15060 25754990 337 3175 0
15459 25758018 302 3224 0
16226 25771473 674 3898 0
16743 25757067 427 3633 0
17140 25764503 300 3157 0
17584 25749593 346 3259 0
18056 25761640 378 3328 0
18531 25763248 375 3541 0
19014 25759558 393 3305 0
19500 25756018 380 3242 0
19966 25758383 368 3281 0
20524 25757380 450 3241 0
21001 25753849 380 3136 0
21757 25757996 651 3443 0
22700 25756759 807 3231 0
23619 25759658 807 3535 0
24291 25762566 559 3498 0
24761 25759363 360 3376 0
25275 25770075 422 3450 0
26031 25759171 642 3599 0
26795 25769813 672 3774 0
27313 25763676 420 3328 0
27693 25759261 287 3087 0
28210 25757245 424 3396 0
28715 25764295 413 3600 0
29139 25766355 320 3213 0
29656 25758284 422 3489 0
30006 25760850 254 3439 0
