fo time ls_time n_ls_moves n_ls_moves2
219 1622852 219 2087 0
592 1624490 367 2107 0
923 1624691 324 2217 0
1193 1622293 263 2078 0
1464 1624810 264 2132 0
1813 1626039 342 2183 0
2067 1623753 248 2082 0
2351 1625375 277 2104 0
2639 1628761 282 2251 0
2953 1625665 306 2126 0
3317 1627289 358 2202 0
3524 1625004 201 2106 0
3820 1625991 289 2208 0
4049 1621139 222 2066 0
4314 1624247 258 2106 0
4653 1622845 333 2225 0
4912 1621996 251 2120 0
5153 1626457 234 2141 0
5424 1624951 264 2096 0
5637 1624465 205 2038 0
5933 1624734 290 2138 0
6443 1623618 503 2150 0
6887 1622677 436 2155 0
7139 1618945 244 2081 0
7377 1621651 231 2005 0
7729 1625555 345 2313 0
8012 1623472 277 2131 0
8185 1622864 167 2046 0
8412 1624549 220 2072 0
8636 1619250 217 2077 0
8880 1621372 238 2163 0
9149 1624898 262 2115 0
9448 1625031 290 2171 0
9863 1628516 409 2320 0
10163 1622313 293 2137 0
10501 1625946 331 2087 0
10729 1623125 221 2047 0
10916 1621696 180 2034 0
11154 1622214 231 2085 0
11443 1625527 283 2219 0
11821 1624139 371 2153 0
12055 1620800 227 1932 0
12297 1620356 235 2108 0
12572 1625639 269 2153 0
12945 1624546 366 2291 0
13194 1623898 240 2151 0
13446 1622145 245 2083 0
13675 1620703 223 2117 0
13943 1623117 261 2141 0
14285 1626432 336 2242 0
14655 1623020 363 2164 0
15004 1625215 343 2143 0
15263 1623765 252 2166 0
15675 1621685 406 2086 0
16017 1621203 334 2058 0
16256 1623697 232 2090 0
16573 1626351 310 2083 0
16853 1624177 273 2172 0
17061 1621881 201 2084 0
17420 1619765 353 2130 0
17698 1623487 272 2063 0
17907 1624000 202 2142 0
18118 1624380 204 2150 0
18396 1625463 271 2215 0
18715 1625464 311 2178 0
18877 1621692 155 2014 0
19092 1623362 209 2152 0
19332 1625861 233 2152 0
19581 1624305 242 2243 0
19921 1627289 333 2226 0
20105 1624925 178 2099 0
20299 1621653 188 2076 0
20459 1621392 153 2039 0
20716 1621011 248 2083 0
20965 1622612 243 2073 0
21323 1624269 351 2124 0
21593 1625539 261 2191 0
21845 1622722 246 2112 0
22116 1623955 264 2195 0
22418 1621088 295 2121 0
22607 1622354 183 2095 0
22893 1623715 278 2118 0
23166 1624601 266 2189 0
23412 1624870 240 2111 0
23632 1626519 213 2149 0
23877 1621917 239 2018 0
24177 1624488 292 2264 0
24425 1628248 241 2226 0
24786 1622009 354 2205 0
24995 1621819 202 2029 0
25221 1624519 219 2166 0
25438 1624682 211 2031 0
25625 1622394 181 2053 0
26036 1625737 405 2222 0
26279 1624108 236 2088 0
26508 1622103 223 2028 0
27060 1625280 545 2231 0
27499 1622311 432 2137 0
27815 1622536 308 2134 0
28165 1625015 344 2271 0
28425 1624806 253 2242 0
28717 1625036 285 2028 0
29046 1624487 323 2221 0
29336 1623566 283 2212 0
29613 1622786 269 2137 0
29848 1625137 228 2194 0
30000 1620704 145 1952 0
