!Experiment Random Multi Restart #Runs Limit 1[s]
n d i ls_name move_strg rmr_duration number_of_runs fo_max fo_mean fo_sd n_moves_mean n_moves_sd n_moves2_mean mean2_round_time
2000 10 1 tree first_move 3.463000 1 6109141 6109141.000000 0.000000 5065.000000 0.000000 0.000000 0.000000 0.000000
2000 10 1 basic first_move 3.876000 1 6113599 6113599.000000 0.000000 5246.000000 0.000000 0.000000 0.000000 0.000000
2000 10 2 bs_array first_move 0.479000 1 6128005 6128005.000000 0.000000 5173.000000 0.000000 0.000000 0.000000 0.000000
2000 10 2 tree first_move 3.325000 1 6138656 6138656.000000 0.000000 5035.000000 0.000000 0.000000 0.000000 0.000000
2000 10 2 basic first_move 3.171000 1 6129862 6129862.000000 0.000000 5007.000000 0.000000 0.000000 0.000000 0.000000
2000 10 3 bs_array first_move 0.501000 1 6080192 6080192.000000 0.000000 4990.000000 0.000000 0.000000 0.000000 0.000000
2000 10 3 tree first_move 3.038000 1 6078146 6078146.000000 0.000000 5006.000000 0.000000 0.000000 0.000000 0.000000
2000 10 3 basic first_move 2.257000 1 6081050 6081050.000000 0.000000 5055.000000 0.000000 0.000000 0.000000 0.000000
2000 10 4 bs_array first_move 0.457000 1 6130120 6130120.000000 0.000000 5126.000000 0.000000 0.000000 0.000000 0.000000
2000 10 4 tree first_move 2.842000 1 6122938 6122938.000000 0.000000 4892.000000 0.000000 0.000000 0.000000 0.000000
2000 10 4 basic first_move 3.736000 1 6137223 6137223.000000 0.000000 5025.000000 0.000000 0.000000 0.000000 0.000000
2000 10 5 bs_array first_move 0.471000 1 6117171 6117171.000000 0.000000 5015.000000 0.000000 0.000000 0.000000 0.000000
2000 10 5 tree first_move 3.035000 1 6113895 6113895.000000 0.000000 4855.000000 0.000000 0.000000 0.000000 0.000000
2000 10 5 basic first_move 3.162000 1 6129642 6129642.000000 0.000000 5182.000000 0.000000 0.000000 0.000000 0.000000
2000 50 1 bs_array first_move 8.146000 1 31444064 31444064.000000 0.000000 7287.000000 0.000000 0.000000 0.000000 0.000000
2000 50 1 tree first_move 26.111000 1 31414002 31414002.000000 0.000000 6687.000000 0.000000 3.000000 0.000000 0.000000
2000 50 1 basic first_move 4.729000 1 31427555 31427555.000000 0.000000 6971.000000 0.000000 0.000000 0.000000 0.000000
2000 50 2 bs_array first_move 8.478000 1 31458221 31458221.000000 0.000000 6781.000000 0.000000 0.000000 0.000000 0.000000
2000 50 2 tree first_move 29.459000 1 31471816 31471816.000000 0.000000 7293.000000 0.000000 3.000000 0.000000 0.000000
2000 50 2 basic first_move 4.571000 1 31455838 31455838.000000 0.000000 7044.000000 0.000000 0.000000 0.000000 0.000000
2000 50 3 bs_array first_move 8.574000 1 31430381 31430381.000000 0.000000 7132.000000 0.000000 0.000000 0.000000 0.000000
2000 50 3 tree first_move 30.013000 1 31443519 31443519.000000 0.000000 7382.000000 0.000000 3.000000 0.000000 0.000000
2000 50 3 basic first_move 5.359000 1 31453263 31453263.000000 0.000000 7659.000000 0.000000 0.000000 0.000000 0.000000
2000 50 4 bs_array first_move 8.148000 1 31474875 31474875.000000 0.000000 6981.000000 0.000000 0.000000 0.000000 0.000000
2000 50 4 tree first_move 27.288000 1 31462294 31462294.000000 0.000000 7017.000000 0.000000 3.000000 0.000000 0.000000
