fo time ls_time n_ls_moves n_ls_moves2
440 25760045 440 3382 0
1011 25762306 460 3672 0
1395 25759067 291 3334 0
1982 25758272 496 3331 0
2481 25753084 381 3217 0
3212 25761555 638 3556 0
3620 25766718 311 3339 0
4101 25752144 387 3340 0
4720 25759426 516 3683 0
5295 25756043 478 3640 0
5741 25760270 354 3442 0
6710 25751861 863 3325 0
7651 25764456 835 3480 0
8300 25760334 543 3420 0
8732 25757645 342 3407 0
9151 25755149 331 3230 0
9601 25761103 359 3443 0
10050 25761019 359 3384 0
10518 25764221 375 3359 0
10960 25765756 347 3680 0
11386 25758127 337 3084 0
11903 25762323 425 3421 0
12344 25757066 343 3195 0
12799 25760444 360 3443 0
13258 25755931 357 3141 0
13693 25761329 340 3484 0
14058 25758816 273 3161 0
14479 25758829 323 3297 0
14901 25757351 328 3416 0
15552 25758464 555 3438 0
16069 25764003 405 3342 0
16684 25762428 525 3588 0
17055 25754690 280 3275 0
17530 25757370 377 3181 0
17983 25762814 361 3293 0
18439 25758824 366 3439 0
18898 25761822 365 3430 0
19308 25763526 315 3400 0
19764 25761953 358 3354 0
20000 25755578 144 3081 0
