fo time ls_time n_ls_moves n_ls_moves2
313 1621173 313 2228 0
656 1618496 336 2206 0
1232 1618618 567 2122 0
1705 1620198 459 2122 0
2000 1617140 288 2149 0
2275 1617766 269 2123 0
2695 1619937 412 2167 0
3013 1618097 311 2167 0
3275 1618959 255 2019 0
3583 1618305 301 2109 0
3887 1621507 297 2266 0
4199 1616868 304 2108 0
4422 1619460 217 2069 0
4706 1618466 278 2103 0
5037 1618958 324 2039 0
5272 1617416 228 2057 0
5522 1615781 244 2164 0
5842 1615539 313 2132 0
6140 1617621 292 2082 0
6474 1617372 327 2181 0
6679 1617487 198 2067 0
6886 1616635 200 2026 0
7116 1617165 223 2066 0
7364 1616323 241 2136 0
7667 1616252 296 2155 0
7940 1615686 267 2086 0
8340 1619850 393 2094 0
8675 1621039 329 2213 0
8990 1616990 309 2080 0
9349 1617268 352 2139 0
9647 1616549 291 2047 0
9985 1619981 330 2146 0
10268 1621839 277 2212 0
10626 1619034 351 2176 0
10888 1616655 255 2104 0
11196 1620746 299 2245 0
11475 1617348 272 2145 0
11727 1617593 243 2171 0
11989 1615229 255 2060 0
12332 1619181 336 2236 0
12558 1615279 219 2034 0
12838 1616632 273 2119 0
13098 1619176 254 2130 0
13450 1621833 344 2264 0
13682 1617822 226 2110 0
13988 1612932 299 2037 0
14299 1620103 303 2183 0
14600 1619834 295 2106 0
14908 1616321 301 2085 0
15394 1619193 477 2093 0
15825 1619088 420 2068 0
16287 1619755 455 2176 0
16812 1618727 518 2090 0
17153 1617248 334 2150 0
17523 1616800 363 2120 0
17822 1619506 292 2111 0
18097 1618722 269 2126 0
18405 1623135 301 2279 0
18702 1615774 290 2033 0
18932 1619528 224 2127 0
19232 1621251 292 2132 0
19542 1617473 303 2093 0
19808 1616710 260 2064 0
20002 1615618 187 2112 0
