fo time ls_time n_ls_moves n_ls_moves2
191 865024 191 1835 0
380 867789 186 1832 0
596 862998 212 1745 0
770 863360 171 1771 0
891 861485 118 1604 0
1072 864169 178 1760 0
1410 864705 335 1753 0
1570 864507 157 1697 0
1774 864031 201 1775 0
2001 862764 224 1752 0
2190 864955 186 1818 0
2317 863448 124 1689 0
2469 863586 149 1741 0
2653 865111 181 1808 0
2883 863314 227 1794 0
3107 864777 221 1750 0
3368 864055 258 1805 0
3545 863263 175 1762 0
3799 862109 250 1778 0
3983 863378 181 1806 0
4125 862923 139 1701 0
4322 864018 194 1792 0
4588 863650 263 1799 0
4830 862346 225 1824 0
5030 865030 197 1802 0
5211 862083 178 1774 0
5414 863792 201 1760 0
5622 862289 205 1788 0
5823 860383 198 1700 0
6012 864418 186 1850 0
6225 860249 210 1809 0
6365 860982 137 1612 0
6520 862196 152 1755 0
6714 863695 191 1851 0
6875 863111 157 1827 0
7086 863232 208 1755 0
7248 862438 159 1742 0
7406 865878 155 1804 0
7622 862835 212 1800 0
7790 860965 163 1702 0
8026 865849 233 1798 0
8229 865833 200 1835 0
8471 863252 239 1762 0
8678 865053 203 1627 0
8861 861657 180 1709 0
9098 865482 234 1844 0
9383 863459 282 1755 0
9564 863389 177 1715 0
9803 866243 235 1889 0
9995 866184 189 1757 0
10174 864473 176 1770 0
10348 865461 171 1761 0
10599 865525 247 1835 0
10782 865045 181 1823 0
10976 866239 190 1775 0
11211 865121 232 1852 0
11437 863369 222 1841 0
11682 865374 243 1772 0
11886 862484 200 1798 0
12200 866264 311 1791 0
12441 865800 238 1844 0
12621 860956 177 1680 0
12807 862378 183 1665 0
12967 863551 156 1733 0
13135 864492 165 1757 0
13332 864458 194 1814 0
13524 864526 190 1797 0
13702 865244 175 1714 0
14020 864257 314 1855 0
14250 866727 227 1836 0
14524 863996 271 1762 0
14739 862206 211 1762 0
14997 865741 255 1810 0
15168 863967 167 1895 0
15350 864330 179 1744 0
15532 864634 179 1789 0
15772 861925 237 1804 0
16051 862399 275 1830 0
16227 861342 174 1644 0
16433 865558 203 1793 0
16618 863445 181 1734 0
16789 860331 168 1760 0
17000 864521 208 1835 0
17230 864602 227 1775 0
17416 863669 184 1755 0
17575 863795 155 1699 0
17733 863906 154 1763 0
17945 863809 210 1796 0
18161 863613 213 1827 0
18350 865815 186 1817 0
18513 863330 160 1746 0
18726 864066 210 1782 0
18914 862118 185 1711 0
19129 864649 212 1719 0
19333 863784 201 1787 0
19503 863623 167 1767 0
19695 862644 189 1679 0
19899 863482 201 1745 0
20000 863934 97 1688 0
