fo time ls_time n_ls_moves n_ls_moves2
430 8071387 430 3088 0
879 8065415 403 3049 0
1160 8069845 239 2887 0
1590 8064383 389 2978 0
1990 8051327 358 2871 0
2508 8065934 478 3242 0
2909 8067467 360 3059 0
3307 8068642 357 3076 0
3654 8074995 306 3126 0
3978 8072145 281 2988 0
4373 8064706 354 2976 0
4769 8065612 355 3058 0
5182 8068100 372 3074 0
5471 8064424 247 2857 0
5856 8066301 344 2986 0
6305 8064677 407 2890 0
6730 8073458 383 2986 0
7144 8065578 365 2970 0
7556 8071610 367 3067 0
7849 8063236 247 2811 0
8280 8070338 391 3024 0
8618 8064975 297 2902 0
9106 8067378 435 3013 0
9525 8062795 377 3120 0
9919 8058485 354 3091 0
10504 8068281 544 3198 0
11175 8061653 630 2934 0
11523 8069277 307 3106 0
11836 8057400 272 2856 0
12231 8068099 348 3078 0
12497 8066740 224 2794 0
12861 8063805 321 3019 0
13286 8065575 384 3062 0
13675 8069919 341 2922 0
13991 8069416 275 2991 0
14330 8068789 296 2910 0
14703 8062871 326 2905 0
15148 8070648 401 3206 0
15413 8060803 219 2869 0
15826 8069519 372 2991 0
16227 8063865 360 2901 0
16665 8071804 388 3197 0
17030 8061071 324 2954 0
17539 8072318 467 3133 0
17844 8068072 264 3061 0
18324 8059842 438 3021 0
18755 8059802 390 2945 0
19140 8067555 342 3102 0
19523 8056312 342 2929 0
19914 8065170 350 2993 0
20000 8013104 44 2004 0
