fo time ls_time n_ls_moves n_ls_moves2
712 855109 711 1918 14
1570 857304 855 1928 19
2033 854804 460 1817 5
2867 855989 831 1808 16
3665 852726 795 1794 12
4430 853679 762 1783 15
4952 855678 518 1806 8
5661 856090 706 1880 9
6688 858120 1024 1948 20
7387 858373 696 1844 9
8172 855254 782 1852 15
8901 855019 726 1887 12
9585 856487 680 1815 10
10568 855251 980 1799 15
11111 856891 541 1871 9
11769 856000 654 1850 10
12692 855531 920 1837 14
13566 856301 871 1877 10
14737 855557 1168 1981 12
15803 856754 1063 1919 17
16434 855741 628 1808 10
17512 856442 1074 1921 21
18107 855086 592 1898 9
18861 856831 751 1910 12
19369 852736 505 1788 10
19903 856094 531 1865 6
20000 849715 93 1655 0
