fo time ls_time n_ls_moves n_ls_moves2
248 8071541 248 2795 0
688 8061711 399 3076 0
985 8073142 255 2962 0
1261 8070144 229 2900 0
1557 8068393 255 3026 0
1959 8066196 361 3006 0
2397 8065128 396 2868 0
2911 8076090 472 3185 0
3452 8069548 500 3165 0
3806 8064835 304 2814 0
4287 8072072 439 3197 0
4655 8060702 323 2983 0
5147 8064875 451 3020 0
5507 8075948 318 3097 0
5846 8070547 294 3064 0
6100 8069929 211 2929 0
6595 8073805 454 3185 0
7184 8068756 545 2931 0
7622 8075925 392 3204 0
7936 8070842 271 2916 0
8339 8066340 361 2997 0
8702 8065404 322 2880 0
9123 8070926 378 3098 0
9535 8072567 370 2902 0
9922 8075289 345 3067 0
10270 8071448 307 3072 0
10779 8068601 464 3052 0
11380 8067463 559 3129 0
11799 8065758 378 2864 0
12119 8062496 280 2843 0
12501 8070453 341 3002 0
12967 8068540 426 3179 0
13403 8060889 394 2978 0
13936 8066800 492 3117 0
14464 8063219 486 3118 0
15002 8073524 493 3218 0
15352 8071675 308 3166 0
15736 8070588 342 3072 0
16046 8073787 268 2987 0
16383 8060624 297 2861 0
16682 8063925 257 2856 0
17028 8070901 302 2920 0
17485 8067477 417 3195 0
17797 8067161 270 2988 0
18288 8075024 448 3136 0
18578 8071346 250 2936 0
19103 8081828 482 3207 0
19512 8067035 366 2951 0
19916 8066886 363 2895 0
20000 7959687 42 1478 0
