fo time ls_time n_ls_moves n_ls_moves2
170 859051 170 1734 0
354 858537 180 1772 0
500 857671 144 1813 0
675 857038 171 1768 0
831 859763 153 1775 0
1079 858491 244 1896 0
1249 858861 166 1841 0
1427 858206 176 1856 0
1681 858615 250 1880 0
1918 859295 235 1794 0
2100 857153 178 1726 0
2312 859390 209 1840 0
2512 861498 197 1838 0
2711 857518 196 1711 0
2902 857698 188 1713 0
3094 859422 188 1763 0
3305 857926 209 1754 0
3536 858311 227 1826 0
3760 857469 221 1810 0
3985 860457 222 1816 0
4238 857250 250 1780 0
4450 859279 208 1851 0
4612 856017 159 1787 0
4815 859332 171 1753 0
5002 860235 184 1762 0
5214 858495 209 1770 0
5389 857884 172 1761 0
5579 860663 187 1808 0
5780 856544 198 1736 0
5972 858279 189 1762 0
6155 857630 180 1704 0
6348 860276 190 1841 0
6525 858111 174 1729 0
6703 858682 175 1789 0
6945 857604 201 1809 0
7094 861707 146 1848 0
7293 856727 196 1697 0
7573 857990 276 1791 0
7759 858608 184 1838 0
7944 858133 182 1766 0
8187 858939 239 1845 0
8441 859620 250 1827 0
8618 858335 174 1853 0
8824 861819 203 1833 0
8990 856868 163 1714 0
9143 859584 149 1771 0
9300 858164 154 1807 0
9521 859348 218 1818 0
9708 857962 183 1869 0
9923 857489 212 1742 0
10150 861137 224 1828 0
10334 859318 181 1757 0
10566 858626 229 1708 0
10733 859928 163 1814 0
10923 857119 187 1753 0
11113 856348 187 1779 0
11303 857486 186 1776 0
11489 856250 183 1729 0
11698 857125 206 1795 0
11900 858337 199 1867 0
12061 857730 158 1719 0
12205 856177 141 1787 0
12375 859086 167 1790 0
12579 856641 200 1712 0
12798 858702 216 1845 0
12975 857484 174 1733 0
13137 860016 159 1631 0
13408 857958 268 1850 0
13593 858598 182 1801 0
13760 856109 164 1691 0
13935 859176 172 1816 0
14160 858678 221 1777 0
14331 858020 168 1802 0
14525 858070 191 1812 0
14719 858870 191 1801 0
14892 860589 170 1815 0
15042 858389 147 1812 0
15276 857526 231 1856 0
15631 860618 352 1940 0
15816 857859 183 1742 0
16154 862698 334 1884 0
16354 857211 197 1816 0
16512 859459 154 1751 0
16671 858784 156 1785 0
16825 859471 151 1745 0
17026 861006 197 1812 0
17193 858411 164 1771 0
17393 861403 197 1888 0
17593 858934 197 1767 0
17793 857952 197 1636 0
17977 861403 181 1815 0
18209 860529 229 1822 0
18402 858979 190 1851 0
18626 857821 221 1786 0
18888 861715 259 1845 0
19062 859593 171 1816 0
19228 860296 162 1889 0
19464 861533 234 1904 0
19681 860584 213 1799 0
19869 859655 185 1774 0
20000 861191 127 1732 0
