fo time ls_time n_ls_moves n_ls_moves2
199 1621881 199 2052 0
469 1623781 263 2169 0
650 1622385 174 1996 0
825 1621900 168 2041 0
1028 1621977 196 2047 0
1289 1623128 255 2038 0
1702 1623618 406 2183 0
2024 1617952 315 2042 0
2405 1620572 374 2142 0
2568 1619895 157 2064 0
2770 1623268 194 2101 0
3011 1621256 234 1965 0
3176 1624541 159 2171 0
3385 1624225 202 2133 0
3621 1625103 229 2063 0
3796 1620042 168 2165 0
4034 1621815 230 2107 0
4390 1625056 349 2167 0
5021 1624765 624 2131 0
5540 1625857 512 2127 0
5785 1624442 238 2113 0
6099 1622741 307 1998 0
6330 1623763 224 2185 0
6544 1623416 208 2144 0
6799 1621489 248 2205 0
7199 1624458 394 2224 0
7463 1623917 256 2154 0
7784 1623666 314 2145 0
8276 1625337 486 2101 0
8706 1620275 423 2030 0
8982 1621232 268 2101 0
9233 1626445 244 2178 0
9550 1621840 311 2119 0
9925 1620839 368 2055 0
10188 1621386 257 2049 0
10368 1623439 173 2103 0
10648 1622554 273 2178 0
10930 1621697 275 2077 0
11294 1623376 357 2110 0
11537 1623076 237 2138 0
11807 1624899 263 2015 0
12122 1622929 309 1996 0
12531 1625818 402 2200 0
13105 1626159 567 2227 0
13360 1624513 249 2112 0
13766 1625106 399 2159 0
14107 1623425 334 2149 0
14553 1625046 439 2160 0
14782 1620490 222 1953 0
15135 1623250 347 2173 0
15431 1623229 290 2138 0
15723 1622475 285 2165 0
16026 1627690 296 2162 0
16351 1623459 319 2066 0
16647 1624689 289 2174 0
16948 1627757 294 2173 0
17166 1620620 211 2047 0
17413 1621563 241 2101 0
17674 1620530 254 2152 0
17980 1621809 299 2112 0
18233 1622219 247 2054 0
18450 1619841 210 1997 0
18721 1621641 265 2091 0
19223 1622150 492 2133 0
19573 1626576 342 2240 0
19916 1626867 335 2198 0
20000 1603108 77 1601 0
