fo time ls_time n_ls_moves n_ls_moves2
116 205072 116 1089 0
275 204748 158 1113 0
412 205178 136 1035 0
549 205460 136 1042 0
653 204613 103 998 0
797 205175 143 1035 0
918 204108 120 1017 0
1081 204390 162 1059 0
1213 205771 130 1046 0
1328 203312 114 1089 0
1454 204870 125 1043 0
1588 204199 133 1043 0
1688 204095 100 1001 0
1831 205257 142 1086 0
1957 204305 125 1092 0
2129 205283 171 1058 0
2267 203781 138 1016 0
2381 204783 113 1064 0
2524 203416 142 1030 0
2685 204956 161 1041 0
2789 204540 103 1042 0
2923 205483 133 1079 0
3060 204692 136 1069 0
3214 204655 153 1098 0
3331 204777 116 1071 0
3447 205079 115 1064 0
3555 205137 107 1053 0
3682 204714 126 1095 0
3804 203296 122 1049 0
3940 205430 135 1079 0
4031 204963 90 1057 0
4157 205059 125 1087 0
4277 204907 120 1060 0
4408 204822 130 1080 0
4558 204070 149 1064 0
4673 203813 114 1013 0
4803 204716 129 1091 0
4924 205090 120 1034 0
5060 204973 135 1106 0
5197 204880 136 1096 0
5304 205084 106 1046 0
5442 204388 138 1066 0
5552 204617 109 1072 0
5677 204144 124 1026 0
5787 205522 109 1102 0
5910 203976 122 1039 0
6051 204499 140 1078 0
6149 205208 97 1021 0
6245 204498 95 1025 0
6371 204221 125 1036 0
6525 204528 153 1083 0
6633 204887 106 1059 0
6755 204144 122 1025 0
6857 205035 101 1079 0
6997 204896 139 1052 0
7138 202940 140 1071 0
7274 204568 135 1104 0
7409 203206 134 1060 0
7499 205055 89 1036 0
7642 205478 143 1080 0
7789 203349 146 1046 0
7889 204849 99 1108 0
8007 204002 117 1051 0
8125 204671 117 1065 0
8233 204153 107 1020 0
8365 204091 131 1075 0
8499 204407 132 1074 0
8600 204362 100 1048 0
8723 203345 122 1053 0
8846 204722 122 1102 0
8971 206112 124 1114 0
9089 204665 118 997 0
9245 204952 155 1047 0
9359 204292 113 1070 0
9514 206257 155 1105 0
9670 203802 155 1075 0
9793 205500 122 1096 0
9938 205906 144 1038 0
10054 204490 116 1054 0
10164 204442 109 1019 0
10260 204827 95 1047 0
10389 204820 128 1087 0
10526 204874 136 1121 0
10633 205179 106 1038 0
10775 205401 141 1053 0
10909 204266 133 1092 0
11043 204172 133 998 0
11182 204620 138 1048 0
11292 204587 108 1078 0
11408 205427 116 1039 0
11508 203550 99 1014 0
11629 204678 120 1043 0
11746 204784 116 1059 0
11877 204280 130 1083 0
12033 205542 156 1063 0
12163 204286 129 1136 0
12271 203563 107 1028 0
12390 202493 118 1041 0
12506 204720 115 1018 0
12625 204475 118 988 0
12748 203817 122 1049 0
12881 203737 132 1098 0
12996 204589 114 1060 0
13134 204405 136 1063 0
13256 204483 122 1061 0
13376 204022 119 1047 0
13481 203911 105 1076 0
13702 205493 220 1118 0
13826 205046 124 1088 0
13967 205048 139 1043 0
14071 204023 103 1090 0
14233 205506 162 1088 0
14344 204733 110 1083 0
14482 204748 137 1089 0
14610 204397 127 1060 0
14718 205866 107 1080 0
14822 204033 103 1050 0
14927 205354 104 1112 0
15081 204242 153 1037 0
15196 205093 115 1060 0
15324 205204 127 1089 0
15456 205333 130 1095 0
15555 204291 98 1020 0
15729 205743 173 1052 0
15833 204129 103 1080 0
15967 204366 134 1012 0
16087 204961 119 1082 0
16212 204213 124 1023 0
16319 205325 106 1093 0
16444 205319 124 1130 0
16569 204703 124 1088 0
16687 205710 117 1078 0
16798 205213 110 1028 0
16919 204734 120 1058 0
17082 204286 162 1029 0
17218 204297 136 1033 0
17472 204187 253 1035 0
17591 205133 118 1082 0
17717 205323 125 1138 0
17868 204803 151 1033 0
17981 204783 103 1052 0
18117 205722 135 1131 0
18249 204373 131 1074 0
18397 203591 147 1042 0
18530 203932 132 1063 0
18685 204950 154 1031 0
18782 204024 96 1030 0
18897 204100 114 1037 0
18999 203963 101 1033 0
19136 204097 136 1041 0
19232 204330 95 1026 0
19404 203952 171 1051 0
19549 205294 144 1093 0
19674 204799 124 1054 0
19801 203357 126 1045 0
19899 205694 97 1096 0
20003 204418 103 1060 0
