fo time ls_time n_ls_moves n_ls_moves2
220 213118 219 1069 4
420 212112 199 1066 1
689 212643 268 1114 3
894 211727 204 1092 2
1226 212159 331 1125 5
1492 213724 265 1107 4
1992 212634 499 1103 11
2262 211745 269 1112 4
2583 211504 320 1056 8
2810 212286 227 1111 2
3055 211826 244 1098 3
3245 212258 189 1097 0
3593 211857 347 1070 5
3796 212017 202 1097 2
4054 210262 257 1025 4
4374 212027 319 1108 5
4545 212891 171 1111 1
4954 212773 407 1076 7
5387 213084 432 1118 11
5596 212082 209 1049 2
5857 212451 260 1112 4
6104 212191 245 1077 4
6450 212550 345 1078 6
6623 211830 172 1027 1
6865 211004 241 1038 4
7242 213107 377 1105 6
7572 211953 329 1092 5
7824 211341 251 1070 4
8027 211905 202 1039 3
8261 213132 233 1112 2
8537 211417 274 1069 5
8889 212485 351 1124 9
9179 211750 289 1087 5
9572 212614 392 1074 11
9825 212084 252 1073 3
10047 211431 222 1042 2
10472 212227 423 1129 11
10727 212236 254 1067 3
11041 211694 313 1071 4
11346 212113 304 1089 6
11761 211951 413 1103 8
12159 212465 398 1105 7
12425 211928 265 1090 4
12679 212297 253 1083 2
12950 211962 271 1104 3
13132 210912 181 1082 2
13517 212842 384 1097 6
13876 212143 358 1103 7
14098 212596 221 1090 2
14294 212145 196 1105 3
14566 213112 270 1091 4
14796 212672 229 1080 3
15055 212202 258 1073 3
15281 212864 225 1118 1
15490 213666 208 1076 1
15770 212527 280 1090 4
16075 212502 304 1076 4
16334 211897 258 1113 3
16700 211883 365 1095 7
16950 212266 250 1114 4
17239 211103 288 1058 4
17538 212696 297 1148 6
17889 213048 351 1080 6
18191 213330 301 1107 4
18473 211880 282 1052 6
18854 211667 380 1085 6
19055 212014 200 1125 3
19316 212573 260 1093 4
19537 211882 219 1077 2
19734 212661 196 1111 2
19984 211912 249 1105 5
20000 184734 15 569 0
