fo time ls_time n_ls_moves n_ls_moves2
187 1605296 187 2176 0
371 1602096 177 2101 0
633 1607068 255 2194 0
803 1605764 164 2051 0
1037 1604786 227 2105 0
1225 1602581 181 2097 0
1428 1605581 197 2016 0
1611 1604176 177 2048 0
1871 1607631 253 2272 0
2157 1609066 280 2245 0
2400 1606285 237 2151 0
2594 1603606 187 2057 0
2725 1604576 125 2026 0
2909 1607996 176 2137 0
3182 1607528 266 2223 0
3417 1606429 228 2166 0
3612 1603114 188 2146 0
3823 1599666 204 2044 0
4051 1605221 222 2072 0
4286 1603189 229 2054 0
4531 1605002 239 2063 0
4860 1605698 322 2250 0
5108 1604683 234 2233 0
5354 1607138 239 2219 0
5657 1604519 297 2167 0
5862 1602778 198 2049 0
6048 1603933 180 2075 0
6223 1599202 168 1944 0
6440 1607289 211 2211 0
6660 1602176 213 2107 0
6909 1604853 242 2072 0
7085 1600970 169 2057 0
7304 1604525 213 2038 0
7540 1604240 229 2197 0
7745 1603089 199 2115 0
7988 1603953 237 2126 0
8248 1603405 254 2120 0
8429 1600856 174 2035 0
8669 1602367 233 2110 0
8899 1602244 223 2082 0
9098 1606083 193 2077 0
9324 1607133 219 2232 0
9558 1604564 228 2123 0
9748 1603593 184 1996 0
9954 1603936 199 2165 0
10137 1602537 177 2101 0
10364 1603823 220 2093 0
10607 1605230 236 2204 0
10811 1603812 197 2042 0
11024 1603850 206 2149 0
11205 1598215 175 2067 0
11390 1605833 178 2070 0
11577 1604777 181 2034 0
11796 1603367 212 2103 0
11999 1602995 197 2127 0
12218 1604327 212 2132 0
12432 1604900 208 2193 0
12607 1603557 168 2042 0
12806 1606675 193 2214 0
13011 1601685 199 2071 0
13223 1602702 205 2208 0
13412 1603704 183 2153 0
13641 1604554 222 2055 0
13908 1602518 261 2135 0
14116 1603977 201 2094 0
14297 1601525 175 2064 0
14509 1607199 205 2137 0
14699 1602771 183 2093 0
14939 1603820 234 2124 0
15171 1607772 225 2191 0
15412 1604140 233 2019 0
15642 1604176 223 2199 0
15839 1602967 191 2134 0
16045 1602147 199 2030 0
16300 1600269 248 2093 0
16543 1602630 237 2080 0
16739 1601748 190 1983 0
16944 1605129 198 2137 0
17178 1605486 228 2118 0
17358 1601863 173 1981 0
17611 1605573 247 2191 0
17848 1601042 230 2112 0
18139 1605992 284 2281 0
18337 1601968 192 2101 0
18595 1606066 251 2172 0
18841 1604044 240 2187 0
19049 1604523 201 2115 0
19247 1602080 192 2065 0
19523 1607057 269 2211 0
19702 1603748 173 2021 0
19921 1598685 213 2021 0
20000 1599345 72 1945 0
