fo time ls_time n_ls_moves n_ls_moves2
107 203216 107 999 0
227 203497 119 1049 0
331 202572 103 1080 0
460 203771 128 1108 0
560 203787 99 1056 0
678 202793 118 1076 0
766 202878 87 1032 0
876 203154 109 1039 0
958 203598 81 1057 0
1044 202921 85 1058 0
1143 203764 98 1008 0
1248 202766 104 1016 0
1360 203140 111 1037 0
1452 203179 91 1076 0
1572 203904 120 1043 0
1702 203147 129 1051 0
1827 203810 124 1084 0
1951 203394 124 1054 0
2045 204193 93 1118 0
2148 203336 102 1043 0
2255 202965 106 1062 0
2344 203457 88 1087 0
2433 203417 88 1066 0
2517 202815 83 1065 0
2617 202129 99 1034 0
2720 203173 102 1025 0
2832 202120 111 1080 0
2948 203920 115 1096 0
3079 203839 129 1047 0
3171 203247 92 1029 0
3283 203410 111 1001 0
3371 204095 87 1071 0
3473 202962 100 1038 0
3562 203625 88 1058 0
3689 202853 126 1021 0
3795 202958 105 1053 0
3932 202935 136 1027 0
4064 202340 131 1037 0
4169 203712 104 1045 0
4256 203716 86 1049 0
4385 203752 128 1073 0
4482 202808 95 1057 0
4577 203233 94 1017 0
4705 203201 127 1061 0
4845 203082 139 1082 0
4948 202731 102 1042 0
5044 203825 95 1065 0
5164 203121 119 1017 0
5257 202793 92 1015 0
5394 202883 136 1009 0
5492 203213 97 1062 0
5611 204032 118 1036 0
5709 203895 97 1023 0
5816 203160 106 1058 0
5900 203059 83 1027 0
6012 203575 110 1066 0
6098 202328 85 1041 0
6220 203395 121 1015 0
6315 203452 94 1024 0
6418 203791 102 1061 0
6511 202878 92 1110 0
6646 203593 134 1075 0
6762 203538 115 1086 0
6856 202834 93 1033 0
6951 203097 95 1046 0
7060 204328 108 1084 0
7167 203760 105 1061 0
7290 203367 122 1047 0
7389 203543 99 1066 0
7527 203461 137 1063 0
7612 202349 84 1074 0
7749 203627 136 1023 0
7860 201689 110 1037 0
7971 202354 110 1021 0
8069 201756 98 1029 0
8198 204471 128 1037 0
8275 203831 76 1091 0
8394 203242 118 1076 0
8485 203461 91 1072 0
8595 202913 109 1059 0
8693 203078 97 1051 0
8796 203174 102 1026 0
8900 203553 103 1061 0
9032 202474 131 1068 0
9128 203107 95 1035 0
9234 203449 105 1041 0
9325 202069 90 988 0
9449 203875 123 1060 0
9601 204494 151 1103 0
9708 204124 106 1009 0
9826 202441 117 1047 0
9929 202966 102 1044 0
10023 201863 93 1034 0
10114 202939 91 1041 0
10249 203499 134 1075 0
10373 203475 123 1065 0
10493 202655 119 1043 0
10594 203090 99 1050 0
10712 202401 117 1043 0
10808 204143 96 1103 0
10946 203538 137 1064 0
11040 201993 93 1054 0
11154 204022 113 1070 0
11243 202489 88 1008 0
11348 202859 103 1022 0
11451 203439 102 1058 0
11579 203555 127 1057 0
11700 203018 121 1030 0
11811 203428 109 1011 0
11905 201613 93 987 0
12027 204256 121 1057 0
12128 203413 101 1006 0
12263 203046 133 1077 0
12401 202750 137 1066 0
12528 204183 127 1094 0
12654 203833 125 1069 0
12747 202642 92 977 0
12864 203947 117 1030 0
12976 203754 111 1083 0
13099 204055 123 1123 0
13190 203670 90 1047 0
13324 203141 133 1086 0
13406 202693 81 1074 0
13554 202274 147 1021 0
13676 203262 122 1051 0
13766 203584 89 1033 0
13893 203508 127 1054 0
13972 202572 78 974 0
14093 203144 121 1035 0
14196 203093 101 1028 0
14307 204374 111 1024 0
14409 203034 100 1035 0
14523 204209 114 1037 0
14631 204111 107 1113 0
14786 203683 154 1111 0
14873 203596 86 1055 0
14989 202868 115 1007 0
15088 203709 99 1070 0
15195 203218 105 1028 0
15282 203640 87 1063 0
15388 203384 105 1035 0
15470 202676 80 1032 0
15575 202658 105 1031 0
15655 202937 79 1092 0
15743 204032 87 1030 0
15875 203847 131 1102 0
15984 203052 108 1045 0
16076 202010 91 1005 0
16169 204641 92 1091 0
16304 203511 134 1027 0
16406 203605 102 1075 0
16522 203034 115 1009 0
16613 203709 90 1033 0
16733 202999 119 1027 0
16866 203830 132 1042 0
16959 204088 93 1022 0
17064 203564 104 1049 0
17179 203384 113 1024 0
17337 204456 157 1096 0
17464 205050 126 1085 0
17569 202427 105 1055 0
17651 202971 81 1045 0
17791 203630 140 1073 0
17876 202866 84 1026 0
17996 203189 119 1064 0
18107 202240 110 1027 0
18203 202507 96 1053 0
18330 202996 125 1089 0
18442 202857 111 1043 0
18569 202365 126 1026 0
18662 203342 93 1054 0
18786 203453 123 1085 0
18881 203728 94 1009 0
19003 201850 122 1057 0
19111 203726 107 1072 0
19223 203669 111 1049 0
19312 203489 88 1058 0
19423 201945 110 999 0
19531 203442 108 1070 0
19652 203984 120 996 0
19745 203189 92 1021 0
19890 204297 145 1091 0
20008 203199 116 1074 0
