fo time ls_time n_ls_moves n_ls_moves2
143 212751 143 1067 0
252 211262 108 1021 0
408 211809 155 1106 0
528 210996 120 1035 0
627 211325 98 1106 0
770 210950 143 1030 0
876 211937 105 1021 0
993 212237 116 1099 0
1125 212255 130 1104 0
1271 212000 145 1132 0
1457 211537 185 1059 0
1566 211823 108 1020 0
1697 212110 130 1077 0
1834 211430 136 1078 0
1970 211554 135 1041 0
2091 212474 120 1072 0
2200 212316 108 1040 0
2329 212487 128 1101 0
2457 212088 127 1085 0
2552 212995 95 1133 0
2667 211698 114 1036 0
2802 211035 134 1027 0
2886 210385 83 1049 0
3008 211519 122 1065 0
3118 212426 109 1095 0
3228 212251 109 1068 0
3335 211335 106 1051 0
3463 211813 127 1054 0
3569 211752 106 1047 0
3692 211947 122 1065 0
3808 211987 116 1061 0
3922 212528 112 1089 0
4061 210438 138 1070 0
4168 211765 107 1036 0
4342 211574 173 1084 0
4466 211601 123 1049 0
4570 211783 103 1073 0
4698 211871 127 1078 0
4808 211949 110 1086 0
4901 211312 91 1069 0
5052 211641 150 1098 0
5150 212161 97 1094 0
5275 211600 124 1042 0
5380 212299 105 1107 0
5512 212617 131 1104 0
5604 211012 90 1065 0
5728 211169 123 1050 0
5837 211786 108 1087 0
5949 211765 111 1075 0
6062 212841 112 1118 0
6169 210469 106 1044 0
6302 211474 132 1076 0
6397 212010 94 1024 0
6542 211192 144 1056 0
6655 211131 112 1018 0
6813 212312 157 1074 0
6921 211817 107 1046 0
7062 211700 141 1063 0
7168 211534 105 1050 0
7332 211982 157 1086 0
7448 212058 115 1096 0
7557 211212 107 1068 0
7687 211769 129 1068 0
7779 211223 91 1054 0
7888 210863 108 1049 0
7996 212054 106 1052 0
8105 211828 109 1131 0
8208 212813 102 1079 0
8347 211533 138 1101 0
8452 211677 104 1066 0
8554 212153 101 1088 0
8657 210821 101 1047 0
8785 211707 127 1078 0
8898 211682 112 1073 0
9005 212825 106 1096 0
9129 211574 123 1081 0
9248 212049 118 1115 0
9366 212881 117 1071 0
9456 211541 89 1053 0
9560 210433 103 1052 0
9674 212775 113 1121 0
9782 211886 107 1055 0
9877 211038 94 1067 0
9979 210242 100 1044 0
10080 212270 100 1094 0
10179 210722 98 1055 0
10293 211816 113 1043 0
10416 210422 122 1029 0
10568 210997 151 1096 0
10664 212470 95 1087 0
10787 211199 122 1089 0
10910 212028 122 1089 0
11039 211505 128 1065 0
11151 212387 112 1064 0
11239 211872 87 1049 0
11335 212404 95 1104 0
11447 211393 111 1044 0
11569 210653 121 1076 0
11671 212058 101 1058 0
11797 212106 125 1062 0
11892 211851 94 1027 0
12031 212254 138 1046 0
12154 212429 122 1119 0
12251 211720 97 1072 0
12362 213188 109 1066 0
12481 211441 119 1112 0
12608 210070 126 1047 0
12724 213109 115 1097 0
12866 212137 142 1061 0
12991 211538 123 1023 0
13099 212359 108 1084 0
13219 211623 119 1078 0
13351 212334 131 1089 0
13483 211920 131 1079 0
13593 211601 109 1099 0
13679 211347 85 1043 0
13799 212607 119 1087 0
13896 211710 96 1026 0
14001 211156 105 1013 0
14086 211597 84 1090 0
14260 210754 173 1064 0
14391 211214 130 1074 0
14512 211536 120 1045 0
14631 213425 117 1064 0
14747 211369 116 1068 0
14901 213185 152 1131 0
15020 212186 118 1081 0
15123 211535 101 1019 0
15235 211468 112 1064 0
15346 212083 110 1084 0
15502 211904 155 1130 0
15618 210093 116 1046 0
15724 211428 105 1046 0
15820 212143 95 1080 0
15930 212226 109 1061 0
16062 211685 131 1035 0
16169 211779 106 1043 0
16278 211125 107 1030 0
16413 211604 134 1115 0
16526 211640 112 1037 0
16640 211514 113 1070 0
16776 212140 135 1094 0
16910 211647 132 1054 0
17022 211560 111 1086 0
17131 212309 109 1039 0
17268 212992 135 1145 0
17386 211319 118 1097 0
17506 211913 119 1071 0
17600 211415 93 1091 0
17747 212036 146 1091 0
17882 212237 134 1096 0
17986 211927 103 1032 0
18098 211915 111 1075 0
18214 211338 116 1075 0
18335 211550 120 1066 0
18423 211407 87 1062 0
18559 210723 135 1061 0
18685 211793 125 1092 0
18792 211334 106 1061 0
18915 211333 122 1065 0
19023 211476 108 1082 0
19143 212133 119 1103 0
19277 210931 134 1013 0
19386 211903 108 1068 0
19522 211136 135 1058 0
19619 211986 96 1093 0
19738 211261 119 1047 0
19842 212517 103 1085 0
19982 211424 139 1067 0
20000 197502 16 738 0
