fo time ls_time n_ls_moves n_ls_moves2
136 860473 136 1732 0
296 864006 157 1763 0
481 866405 182 1817 0
643 861794 159 1819 0
829 862880 183 1829 0
1049 863715 216 1829 0
1280 862952 228 1771 0
1408 862668 125 1737 0
1573 863420 161 1823 0
1740 861211 164 1834 0
1895 861752 152 1736 0
2021 866535 123 1709 0
2292 865023 268 1800 0
2528 863160 233 1718 0
2675 862611 144 1729 0
2883 863711 205 1784 0
3073 862832 187 1820 0
3245 862175 169 1745 0
3409 864409 161 1747 0
3563 861766 151 1755 0
3739 864227 172 1815 0
3905 862181 164 1823 0
4095 861733 186 1768 0
4231 861887 133 1786 0
4444 861568 210 1730 0
4587 864135 140 1757 0
4799 861595 209 1757 0
4954 861676 152 1773 0
5081 866025 124 1779 0
5297 864034 212 1797 0
5438 861321 137 1735 0
5617 865037 176 1774 0
5821 861458 201 1721 0
6034 860726 210 1699 0
6195 863410 158 1682 0
6340 861721 142 1712 0
6565 862982 222 1788 0
6748 862609 180 1827 0
6895 861784 142 1726 0
7062 861285 165 1703 0
7259 865604 194 1804 0
7439 865727 176 1761 0
7572 863793 131 1726 0
7737 863307 162 1815 0
7918 863080 178 1671 0
8233 864630 311 1894 0
8369 862644 134 1796 0
8513 864953 141 1753 0
8667 866906 150 1878 0
8868 865242 199 1796 0
9010 861387 139 1693 0
9182 862304 169 1858 0
9361 864146 174 1702 0
9577 862640 213 1877 0
9755 862985 175 1801 0
9921 862613 163 1780 0
10086 862859 162 1778 0
10268 860037 178 1743 0
10402 862794 131 1736 0
10593 861992 187 1761 0
10742 864648 146 1751 0
10913 862771 168 1879 0
11099 863092 183 1808 0
11300 862451 198 1743 0
11462 864343 159 1754 0
11688 862599 223 1787 0
11873 864909 182 1822 0
12078 863213 201 1715 0
12245 863443 164 1835 0
12408 865288 160 1755 0
12573 863829 162 1766 0
12773 866313 197 1815 0
12968 864843 192 1810 0
13158 862986 187 1769 0
13357 865836 196 1801 0
13517 864749 157 1759 0
13705 862783 185 1740 0
13885 864340 177 1818 0
14123 866591 234 1839 0
14253 862429 127 1703 0
14392 861542 136 1771 0
14549 862584 155 1755 0
14781 865469 228 1854 0
14949 862541 165 1789 0
15187 865219 235 1802 0
15479 865548 289 1756 0
15709 864752 227 1779 0
15995 864533 282 1838 0
16144 862058 146 1791 0
16313 864118 165 1770 0
16489 860940 173 1734 0
16648 862617 156 1716 0
16830 863867 179 1757 0
17000 862690 167 1791 0
17183 861510 180 1826 0
17322 862463 136 1766 0
17510 863004 185 1767 0
17661 865963 148 1771 0
17892 863257 228 1843 0
18077 862205 182 1750 0
18264 862520 183 1762 0
18478 860420 211 1739 0
18662 861917 181 1702 0
18851 863362 186 1798 0
19040 861669 186 1738 0
19258 863234 215 1724 0
19418 863087 157 1764 0
19644 863156 224 1752 0
19811 863167 163 1765 0
20002 863645 187 1773 0
