fo time ls_time n_ls_moves n_ls_moves2
766 863017 764 1850 10
1810 863705 1041 1868 16
2532 864530 719 1917 14
3034 863861 499 1899 8
3703 863018 666 1758 10
4455 865686 749 1882 13
5169 864137 710 1820 10
5959 865566 787 1785 13
7032 865152 1070 1867 16
7672 863239 637 1840 10
8356 865669 681 1872 7
8824 863276 465 1744 6
9552 866382 725 1841 13
9996 864008 441 1788 4
10489 862189 490 1703 7
11247 863377 755 1831 13
11965 865519 715 1798 12
12552 863235 584 1777 10
13213 864765 658 1896 8
13842 866263 626 1875 10
14533 865410 687 1872 12
15489 865698 951 1861 17
16151 865943 659 1822 9
17208 865927 1054 1937 13
18369 866749 1158 1872 22
19589 864110 1217 1873 25
20013 863809 421 1746 7
