fo time ls_time n_ls_moves n_ls_moves2
243 855432 243 1830 0
403 855489 157 1790 0
568 853753 162 1785 0
754 853811 182 1771 0
974 855356 218 1836 0
1139 853553 161 1860 0
1353 853893 211 1789 0
1543 854374 187 1741 0
1719 852748 173 1742 0
1898 856365 176 1824 0
2047 855982 145 1813 0
2251 856624 201 1844 0
2458 851377 204 1798 0
2658 852681 197 1723 0
2847 857398 186 1854 0
3014 852909 164 1716 0
3206 855280 188 1782 0
3373 853974 165 1741 0
3550 853605 174 1720 0
3753 853672 200 1756 0
3890 855504 134 1738 0
4092 854907 199 1860 0
4322 855281 226 1839 0
4603 854627 254 1750 0
4830 856602 224 1803 0
5019 854188 186 1794 0
5166 856311 144 1810 0
5318 855437 149 1778 0
5493 852651 172 1846 0
5670 856263 173 1900 0
5869 853343 197 1760 0
6049 852598 176 1814 0
6229 854112 177 1738 0
6360 853771 128 1717 0
6558 856920 195 1730 0
6712 854688 151 1720 0
6930 855536 215 1811 0
7164 855828 232 1816 0
7392 857193 224 1786 0
7566 852570 171 1761 0
7771 853747 202 1730 0
7937 856016 163 1753 0
8108 852393 167 1785 0
8280 852118 169 1785 0
8472 854920 189 1810 0
8691 855739 216 1873 0
8881 854478 186 1757 0
9084 856219 200 1811 0
9227 855098 139 1701 0
9378 854300 148 1730 0
9550 854277 169 1727 0
9727 856850 174 1797 0
9941 853800 211 1784 0
10170 855008 226 1825 0
10386 855147 214 1824 0
10616 851983 226 1769 0
10814 853740 195 1783 0
10991 852851 174 1746 0
11221 853015 228 1781 0
11394 854472 169 1741 0
11638 852865 241 1772 0
11827 853676 186 1761 0
12029 853812 199 1796 0
12180 856314 148 1746 0
12350 854205 168 1704 0
12549 851455 196 1728 0
12765 859387 213 1841 0
12964 856829 196 1859 0
13149 854347 181 1738 0
13325 853133 173 1747 0
13518 852282 191 1725 0
13658 851236 135 1709 0
13839 851585 178 1759 0
14018 855519 176 1736 0
14214 852774 193 1765 0
14422 856588 205 1853 0
14595 855227 170 1791 0
14824 853774 225 1833 0
15021 852447 194 1741 0
15182 855764 158 1812 0
15331 852639 146 1827 0
15531 854147 197 1861 0
15735 854157 201 1801 0
15886 852942 149 1727 0
16044 853658 154 1727 0
16276 854913 229 1840 0
16474 855299 195 1717 0
16645 853612 167 1879 0
16792 853282 145 1779 0
16979 854686 183 1762 0
17201 855979 219 1787 0
17361 852215 157 1698 0
17568 857868 203 1914 0
17754 855469 183 1816 0
17916 854517 160 1790 0
18104 855014 184 1766 0
18277 858710 171 1801 0
18524 854279 244 1760 0
18697 853309 170 1843 0
18884 852711 184 1731 0
19068 853183 181 1791 0
19317 853419 246 1853 0
19527 855524 206 1821 0
19676 850430 146 1680 0
19857 852242 178 1827 0
20000 855438 140 1804 0
