fo time ls_time n_ls_moves n_ls_moves2
204 1623880 204 2005 0
401 1623288 190 2165 0
652 1624977 244 2090 0
871 1626356 213 2154 0
1101 1621903 223 2078 0
1363 1621861 255 2042 0
1609 1624478 239 2120 0
1895 1623581 279 2142 0
2101 1619084 200 1945 0
2324 1626725 216 2080 0
2568 1628171 238 2144 0
2746 1619881 171 2055 0
2946 1626610 194 2294 0
3175 1628513 222 2273 0
3563 1624951 379 2201 0
3827 1623746 258 2163 0
4038 1621733 204 2100 0
4291 1623909 247 2034 0
4543 1627960 245 2344 0
4810 1621612 260 2003 0
5031 1624810 215 2199 0
5284 1624773 246 2133 0
5519 1625507 228 2201 0
5769 1624060 243 2101 0
6016 1624231 241 2144 0
6288 1625268 265 2159 0
6616 1623531 321 2147 0
6830 1623230 207 2147 0
7021 1623591 185 2068 0
7221 1621724 194 2025 0
7467 1625444 239 2110 0
7711 1625062 237 2176 0
7936 1622094 218 2127 0
8171 1625126 228 2241 0
8481 1625261 304 2072 0
8668 1623857 180 2053 0
8927 1621644 252 2131 0
9230 1623470 297 2137 0
9449 1624824 212 2128 0
9717 1624259 262 2163 0
9918 1624247 194 2068 0
10132 1624559 207 2065 0
10390 1623705 251 2114 0
10695 1625886 298 2249 0
10907 1620704 205 2020 0
11116 1621907 203 2050 0
11315 1623964 192 1997 0
11592 1623497 271 2207 0
11859 1624078 260 2108 0
12116 1625466 250 2127 0
12432 1624283 310 2181 0
12629 1622471 191 2121 0
12837 1622164 201 2019 0
13077 1622303 234 2122 0
13264 1620018 180 2006 0
13552 1626036 281 2186 0
13808 1627557 250 2163 0
14036 1625440 221 2128 0
14248 1624007 205 2108 0
14462 1621522 207 2064 0
14756 1625413 288 2206 0
14945 1621591 182 2066 0
15162 1624332 211 2131 0
15315 1621751 146 2034 0
15588 1621101 266 2082 0
15812 1624788 218 2102 0
16075 1622326 256 2166 0
16290 1623956 209 2096 0
16558 1626305 261 2203 0
16804 1624541 240 2044 0
17018 1624642 207 2155 0
17277 1626017 253 2140 0
17528 1624805 245 2145 0
17742 1625159 207 2168 0
17947 1618755 198 1986 0
18199 1622873 245 2106 0
18424 1622093 219 2128 0
18679 1619434 248 2076 0
18903 1624565 217 2180 0
19158 1621498 249 2163 0
19437 1624307 272 2169 0
19743 1624345 299 2173 0
19927 1623239 178 2017 0
20000 1610916 66 1785 0
