fo time ls_time n_ls_moves n_ls_moves2
645 1606740 643 2140 5
2084 1607412 1431 2275 19
3078 1607768 986 2420 11
3898 1608601 811 2302 8
4795 1607533 890 2130 11
6126 1606798 1324 2308 20
7187 1606707 1054 2179 19
8189 1606603 996 2318 13
9296 1608504 1099 2297 13
10981 1608280 1678 2290 26
12170 1605596 1182 2225 16
12867 1606042 691 2182 10
14010 1607595 1136 2276 16
14987 1608211 971 2339 11
15933 1606209 939 2219 18
16706 1607173 765 2145 8
17456 1607252 743 2199 8
18666 1603011 1204 2136 15
19542 1605212 870 2179 9
20000 1599932 451 2118 3
