fo time ls_time n_ls_moves n_ls_moves2
403 25805433 403 3476 0
794 25794027 297 3108 0
1414 25809084 508 3554 0
1867 25801737 356 3198 0
2447 25808000 479 3422 0
3268 25803039 722 3172 0
3973 25810251 612 3618 0
4717 25817405 648 3788 0
5324 25807658 516 3318 0
5744 25813934 328 3377 0
6176 25799830 340 3241 0
6740 25808741 473 3451 0
7212 25798429 377 3304 0
7827 25820101 521 3730 0
8227 25807068 309 3310 0
8650 25807277 331 3340 0
9267 25806312 520 3531 0
9833 25813941 474 3492 0
10252 25814029 324 3452 0
11025 25815714 676 3646 0
11763 25812551 648 3638 0
12304 25802184 449 3427 0
12866 25800523 456 3176 0
13339 25812526 382 3485 0
13927 25803815 493 3311 0
14630 25812778 605 3554 0
15699 25807993 904 3530 0
16412 25814346 605 3676 0
16959 25806383 452 3609 0
17428 25807626 371 3493 0
18024 25817269 474 3648 0
18594 25805897 471 3250 0
19060 25810084 366 3443 0
19628 25814650 473 3578 0
20000 25810070 281 3292 0
