fo time ls_time n_ls_moves n_ls_moves2
365 25764333 365 3526 0
1085 25760818 623 3631 0
1830 25759546 646 3463 0
2309 25758742 366 3230 0
2993 25769034 591 3465 0
3426 25759424 342 3300 0
3866 25764307 348 3407 0
4376 25762682 419 3243 0
4775 25751664 302 3286 0
5426 25754683 547 3297 0
5928 25765865 394 3399 0
6395 25754645 371 3186 0
6934 25761129 437 3315 0
7376 25762634 344 3293 0
7903 25766439 433 3659 0
8412 25756641 416 3450 0
8933 25758335 430 3416 0
9382 25760062 357 3326 0
9705 25750678 229 3146 0
10043 25755036 248 3151 0
10820 25755305 683 3525 0
11255 25751948 338 3142 0
11815 25765487 465 3449 0
12370 25760929 464 3381 0
12892 25765996 431 3660 0
13514 25761669 524 3688 0
13959 25758580 351 3199 0
14515 25758286 460 3473 0
14942 25760697 337 3287 0
15268 25755051 238 3237 0
15696 25760804 319 3221 0
16263 25758642 473 3264 0
16843 25761541 485 3452 0
17394 25754046 461 3456 0
17935 25761786 430 3461 0
18303 25755266 275 3419 0
18816 25759993 420 3445 0
19629 25763593 723 3864 0
20001 25750836 281 3129 0
