fo time ls_time n_ls_moves n_ls_moves2
325 204897 323 1057 5
556 203985 230 1072 3
789 205470 232 1041 3
1238 205000 449 1091 7
1575 204538 336 1038 5
1854 205590 278 1062 3
2106 204320 251 1051 3
2419 204236 312 1057 3
2694 204973 273 1056 4
3085 203509 391 1045 6
3399 205171 313 1128 4
3729 205088 329 1085 6
4005 205734 275 1108 2
4285 205918 280 1076 5
4562 204730 276 1088 3
4842 205136 279 1076 4
5138 205282 295 1066 6
5637 204952 498 1078 9
6099 204143 461 1081 10
6339 204213 240 1068 4
6572 204716 231 1079 4
6988 205187 416 1046 10
7222 204622 232 1064 3
7515 204825 293 1089 5
8011 205914 495 1108 10
8317 206056 304 1078 4
8660 204763 343 1081 7
8919 204459 258 1089 3
9232 204821 311 1104 8
9534 204060 301 1119 5
9813 204782 278 1038 2
9996 204374 182 1060 1
10355 205029 358 1089 6
10527 204242 171 1041 1
10838 205674 310 1079 6
11161 205171 322 1076 6
11498 204146 336 1062 6
11879 204717 380 1069 6
12133 204569 253 1085 3
12419 205707 286 1089 4
12718 205899 298 1130 4
13081 206038 362 1132 6
13351 204624 269 1086 2
13569 205323 217 1103 3
13834 205478 264 1101 3
14180 205431 345 1094 5
14518 205211 337 1105 4
14790 204992 271 1035 3
15195 203748 404 1070 4
15642 205282 446 1083 9
15915 204084 273 1021 4
16251 205383 335 1046 7
16611 205051 359 1129 9
17019 205590 407 1074 7
17280 205732 260 1153 3
17743 205232 462 1100 10
18046 205205 303 1130 4
18238 205087 190 1085 2
18540 205498 301 1076 4
18888 205685 347 1121 3
19181 204598 292 1092 3
19432 206452 250 1182 4
19813 204686 380 1089 9
20003 204704 190 1073 2
