fo time ls_time n_ls_moves n_ls_moves2
123 209307 123 1054 0
228 209260 104 1040 0
368 210037 139 1078 0
505 209430 136 1077 0
593 208768 87 1041 0
729 208643 135 1036 0
805 210137 75 992 0
948 210208 142 1063 0
1081 210250 133 1056 0
1194 210244 112 1071 0
1318 210447 123 1072 0
1419 209876 100 1064 0
1565 208253 145 1061 0
1702 209582 136 1062 0
1822 209161 120 1046 0
1944 210126 121 1088 0
2039 210056 94 1031 0
2165 209822 126 1068 0
2266 210946 99 1090 0
2374 210626 107 1105 0
2485 209415 111 1052 0
2637 209347 151 1052 0
2746 208879 108 1050 0
2861 210110 113 1093 0
3006 209510 144 1056 0
3161 209796 155 1058 0
3261 209295 99 1036 0
3378 210146 117 1035 0
3489 211431 109 1081 0
3614 210179 124 1074 0
3751 208721 136 1100 0
3843 210299 91 1053 0
3952 209454 108 1052 0
4089 210127 136 1095 0
4205 209705 115 1082 0
4302 210224 97 1091 0
4456 210937 153 1107 0
4588 209326 131 1029 0
4707 210973 118 1095 0
4823 209569 116 1065 0
4922 209180 98 1066 0
5038 209591 115 1044 0
5147 209891 109 1028 0
5272 210161 124 1017 0
5392 209609 119 1029 0
5506 211342 114 1108 0
5622 210192 115 1077 0
5774 209123 151 1070 0
5896 209922 121 1077 0
6024 210576 127 1080 0
6127 209778 102 1052 0
6239 210186 111 1049 0
6345 208934 105 1054 0
6520 209755 174 1075 0
6651 209605 130 1051 0
6761 209973 109 1067 0
6897 209720 135 1041 0
7040 210441 142 1044 0
7138 209320 97 1032 0
7273 210088 135 1093 0
7392 210132 118 1025 0
7510 209979 117 1102 0
7624 209605 113 1064 0
7728 209424 103 1048 0
7863 209190 134 1001 0
7970 209149 106 1102 0
8092 209725 121 1081 0
8183 210570 90 1057 0
8309 209009 125 1044 0
8398 210449 89 1073 0
8546 211104 146 1118 0
8709 210089 162 1079 0
8837 209805 128 1082 0
8963 209603 125 1012 0
9078 210005 114 1064 0
9182 209916 102 1028 0
9294 209731 112 1054 0
9412 210174 117 1129 0
9538 211010 124 1059 0
9638 210614 99 1117 0
9762 209860 123 1075 0
9871 209519 108 1046 0
10021 210120 149 1096 0
10124 210641 102 1061 0
10273 210394 148 1059 0
10387 210343 113 1068 0
10495 210795 107 1069 0
10603 209485 107 1001 0
10728 209835 124 1069 0
10839 210752 110 1072 0
10970 209303 131 1028 0
11084 209509 112 1088 0
11230 210436 145 1055 0
11355 209784 124 1049 0
11497 210420 142 1075 0
11619 210521 121 1102 0
11741 209044 120 1088 0
11837 209909 96 1057 0
11965 210016 126 1125 0
12070 210012 104 1085 0
12188 209991 117 1062 0
12282 208585 93 1024 0
12400 209766 118 1082 0
12513 209946 112 1062 0
12636 209949 122 1049 0
12750 211163 113 1110 0
12855 210141 105 1062 0
13002 211024 146 1098 0
13120 211038 117 1027 0
13238 209989 118 1096 0
13351 208597 111 1036 0
13473 209307 121 1060 0
13629 209946 155 1075 0
13790 210279 160 1027 0
13900 209993 109 1064 0
14026 209942 125 1042 0
14131 210459 105 1039 0
14257 210295 125 1041 0
14380 209577 122 1072 0
14483 209907 102 1069 0
14608 211278 124 1096 0
14719 210695 110 1034 0
14844 209500 125 1056 0
14974 209783 129 1054 0
15109 208774 134 987 0
15254 210094 145 1060 0
15372 209643 117 1062 0
15500 209784 127 1053 0
15599 208920 98 1037 0
15716 210510 115 1080 0
15823 209884 106 1024 0
15962 210155 138 1151 0
16103 210515 140 1053 0
16242 210537 138 1084 0
16343 209610 100 1030 0
16464 209725 120 1039 0
16578 209871 114 994 0
16736 209503 157 1062 0
16862 211033 125 1099 0
16978 210041 116 1017 0
17089 209801 110 1059 0
17210 210523 121 1105 0
17335 209299 124 1091 0
17431 209279 95 1061 0
17545 210274 114 1021 0
17658 210446 112 1053 0
17758 209858 100 1038 0
17831 208719 72 1023 0
17962 210747 130 1063 0
18054 209483 91 1127 0
18180 210494 125 1003 0
18284 210311 103 1066 0
18420 211265 135 1091 0
18579 210074 158 1075 0
18730 210925 151 1103 0
18826 209372 95 1036 0
18946 210786 120 1097 0
19055 210599 107 1071 0
19177 210674 122 1035 0
19280 209737 102 1058 0
19432 209100 151 1071 0
19566 209765 133 1070 0
19675 210200 108 1042 0
19799 210069 122 1023 0
19914 209996 114 1157 0
20000 209611 85 1006 0
