fo time ls_time n_ls_moves n_ls_moves2
330 8064714 330 3094 0
762 8072017 390 3179 0
1105 8067530 301 3042 0
1436 8072236 289 3001 0
1882 8064076 405 2975 0
2270 8071544 346 2970 0
2661 8063556 347 3002 0
3085 8069436 383 3285 0
3429 8068654 301 2957 0
3799 8063471 327 2992 0
4184 8068462 344 2988 0
4640 8073859 414 3138 0
5031 8067983 350 2937 0
5440 8077939 368 3144 0
5781 8066551 300 2936 0
6187 8064967 365 3020 0
6430 8060263 202 2871 0
6845 8067078 374 3127 0
7295 8076991 408 3189 0
7592 8068629 254 3010 0
7957 8073439 325 3052 0
8203 8063524 204 2882 0
8584 8065809 338 3046 0
8979 8076491 351 2970 0
9591 8066644 571 3090 0
9920 8074036 287 2981 0
10242 8068289 279 2954 0
10619 8064845 336 3142 0
11108 8069716 448 3017 0
11482 8069489 333 2968 0
11792 8070361 270 2979 0
12116 8066354 277 2880 0
12557 8067299 398 3130 0
13196 8062587 594 2945 0
13596 8068056 351 3135 0
14074 8069946 436 2957 0
14328 8057515 212 2744 0
14880 8071853 511 3082 0
15332 8070908 408 2921 0
15654 8071428 279 3137 0
16158 8068853 463 3187 0
16656 8075985 456 3252 0
17031 8072168 333 3017 0
17504 8075407 432 3243 0
17938 8063984 390 2852 0
18276 8066914 292 2867 0
18973 8080417 656 3174 0
19340 8072746 325 2959 0
19764 8068407 378 3065 0
20002 8066472 197 2892 0
