fo time ls_time n_ls_moves
15652 25807263 15652 3568
32411 25810571 16199 3687
48078 25811439 15102 3481
63106 25801739 14476 3455
77941 25799932 14263 3329
93530 25805717 15041 3592
109194 25808597 15103 3580
123916 25807204 14153 3346
138217 25796214 13753 3253
153490 25814973 14718 3444
